review,Aspect
The button are all very easy to reach and I don't ever seem to get a tired wrist or arm while using this mouse,button
This is a nice mouse with good tracking and several programable button,button
The thumb button is located almost near the very front of the mouse so it feels unnatural clicking it,button
"It's not bad, you just click a button to get the ""free-scrolling"", but MX Rev does it better",button
"Now, the mouse sometimes works, other times just stops randomly even though all the lights are on, new battery, and pressing the connect button",button
3) Extra button on the thumb-rest is nice on a Mac;  enables easy switching between apps,button
"In a single line: The scroll wheel of this mouse is CRITICALLY bad, and I would recommend against buying it if you like fast-smooth scroll or the left-right rocker button on the scroll-wheel",button
The Side-to-Side button (Left/Right) for the scroll wheel are too sensitive,button
"It's a bit big and bulky, but the idea of a rechargeable mouse, the smart-shifting scroll wheel, the thumb lever, and the other advanced features (several programmable button, laser precision, etc",button
"Frankly, I (and probably most other people) already have a well-ingrained method for switching tasks (the taskbar button or alt-tab)",button
"However, the functions that were available were either redundant (""go back"" and ""go forward,"" which the side button already do, or scrolling functions, which the scroll wheel already does) or just not terribly useful",button
My previous mouse had the side button laying directly under my thumb and it just took slight pressure to activate,button
"I like the fast, smooth, scrolling, and ability to configure the button",button
"I would like to be able to give it more stars, but the fact of the matter is, the side button location just ruins it for me",button
"It's now 3 months (and a few more weekends of travel) later and the receiver won't connect at any angle - even after attempting to manually connect using the ""connect"" button on the bottom of the mouse",button
"It tracks accurately on my oak desk (something my mighty mouse did not do), has great features like zoom, scroll (fast or slow), multi-window view thumb button (displays all open windows), and a side to side scroll feature",button
My problem with the device is that after a few weeks the right or left click button would not respond at times,button
"Every time I use it, I need to press the re-set button at least once",button
"I like most everything 'bout this mouse, but when I try to lock in auto-scroll using the wheel pushbutton, it depends on where the wheel is on its full rotation as to how much luck I have doing so",button
"Based on a few reviews I've read where other folks seem to be complaining 'bout the wheel pushbutton in other applications, it sounds like this may be an endemic problem with this model? [Based, 've, read, seem, be, complaining, sounds, be] [few, other, other, endemic]
",button
"The custom button for the thumb work well, and I've found that in many cases I can use them for switching back and forth from window to window easier & faster with them than with the keyboard alt/control-tab combinations",button
I do wish there was more customization possible with the button and maybe one additional button somewhere that I could fully customize,button
"You can map app-specific button functions, which may be handy for people who use one app heavily, like games or artistic/engineering programs",button
The only thing lacking is a back button,button
"The mouse is accurate, I love the free-spinning scroll wheel, (it continues to spin as if on a needle bearing), All the assignable button, It's heft, It's fit in my hand, the tiny size of the USB dongle, It works smoothly on most surfaces",button
Here are the differences: - There used to be a button at the bottom of the top wheel that was supposed to be a search button or something like that,button
"In my case, I used the ""Show Desktop"" expose function, and because the button was so accessible, it was very convenient",button
You use the button mentioned in the previous point to switch between free rotation or normal mode,button
"It wasn't a real wheel as such, but more like three button (up, down and press)",button
- You get 2 new button on the Performance,button
"I must say the placement is kinda odd and it's so tiny and stuck to the other much larger button, I struggle to find it instinctively",button
The other button is a thumb button that is the area where your thumb rests,button
"In my case, the thumb button and the usb cable makes up for the fact that the Performance is not as good",button
"Both of the first two mouses had left button broke after almost exactly 6 month of use, the good thing is Logitech customer service provided replacement right after I told them",button
The whole left side of the mouse where your thumb would rest is itself a button,button
"This button's placement is a little confusing, sitting directly underneath the back and forward button",button
I could not get the top and bottom button to work,button
"An application switching button under the thumb is great! [switching, is] [great]
",button
There is a button to change the scroll wheel from fast to slow and this is good,button
"The only way I've found to resolve this is by resetting the wireless signal, which is documented as a solution in the software, and easily done by pressing a button on the transmitter",button
"Only enhancements I would recommend are: on the fly dpi switches (like the G7), wheel button returned (probably hard to do with the free fly wheel technology), search button Firefox friendly (opens 2 tabs for each search), and more features! [recommend, are, returned, do, opens] [free, friendly]
",button
"Two years after purchasing this mouse, one fine morning its left-click button stopped working",button
"With the software I changed the ""quick search"" button (the one behind the scroll wheel) to show the desktop and turned the thumb rocker into an alt-tab replacement",button
"I also set the scroll wheel to always be free flowing, as opposed as being able to click and switch between normal and free flowing, so I could use the ""click"" to be a middle button which is useful to open up another tab in a web browser by middle clicking a link",button
"It kept disconnecting, so I constantly had to hold down the connect button (which is way too small to press with your fingers) and half the time that would not work",button
"also the range is horrible; after moving more than a yard away from the receiver, the mouse would automatically disconnect and the only way to get it to start again was to press the tiny connect button on the bottom of it",button
"this makes it so you can't just leave the receiver in when you are done using it, but instead have to constantly take it out and put it back in the computer (and then, once again, click the dreaded connect button)",button
"there is no connect button (thank god), the receiver is tiny so you can leave it in your laptop, and the mouse works on almost every surface",button
"Now it's gone, replaced by one useless button",button
"It gives a great grip, scrolling is smooth and fast, button are very responsive and the precision is better than what I have seen so far in other models",button
I enjoy the extra side button as well (browsing back has never been easier),button
"Without touching any button while moving the mouse, the cursor will instantly jump across to the other monitor or some other area of the monitor I am using",button
"The options window for the right mouse button will appear when I have not touched the button and it will ""click"" things without having touched any button",button
roller button on top accidentally engages when i scroll,button
Preferr the way these button are setup on this one compared to old MX mouse,button
The side button are perfect at least for my hand and it is smaller than what I thought but it still fits comfortably in my hand,button
"The extra button are nice, especially the thumb button which I set up to initiate Mission Control on my iMac",button
"My fianc&eacute; uses the Anywhere Mouse MX and I was delighted by the design of the wheel; you clicked the wheel to change the scrolling speed, and clicked the button below the wheel for a center-button click",button
"As I use the center button quite a lot, I thought this was a great design, and it was honestly the deciding factor in choosing a Logitech mouse",button
"The mouse still works great if you just use it like a normal mouse; HOWEVER, if you use the middle button (pressing down on the scroll wheel) a lot for games/opening in tabs, DO NOT get this mouse because you really have to push on the scroll wheel for it to click",button
"- The middle button being more responsive on the PMX doesn't matter because you can assign the button below the scroll wheel as the middle button on the MXR and you can't assign that on the PMX, it's stuck as the button to switch hyper-scrolling",button
Using it as 2 programmable button is fine the way it is,button
"- Extra thumb button not really useful unless you are a gamer (again, wireless is not made for gaming) - 2nd ""wheel"" is removed",button
Only 2 button (thumb and zoom) replaced the wheel which is bascially 3 button and has more practical use because it's all on one wheel,button
"The perfect mouse would be the MXR added with PMX's dark-field tracking, unifying usb, and added thumb and zoom button with usb charging along with charging dock",button
It is too easy to hit the right button especially when i get weak also the range is a problem,button
"I have a mobile mouse 3500 which I love so when I saw the 6000 was supposed to be an ""improved"" version with two more button I bought it",button
"Also, forget about using the mouse-wheel button",button
"If you even touch the wheel it moves, and when you actually push the button down (which feels cheap, by the way) the wheel again will randomly move",button
"-Button configuration: The side button (back-forward) are quite useful, but this you can find in others",button
What is different are the zoom and tab exchange button,button
#NAME?,button
"A solid mouse, with all the basic features (which to me include mouse wheel as a 3rd button click, USB receiver as the on/off switch), and good design and quality",button
After installing the SetPoint software I was able to customize the button further,button
Another cool button is the side wheel,button
All of the other button are customizable as well and are well placed,button
The forward/back button are both on the left side and are very easy to reach,button
The top button is placed underneath the top scroll wheel,button
The factory setting for that button lets you do a quick search of web content,button
The button location and programability of the mouse was exceptional,button
"Now for regular everday use, I have been trying to use it with my home computer since my M705 mouse is finally dying, it is still overly sensitive meaning you just look at the thing and it engages the button",button
"Just wish it had a back button on the side, that's the only thing I miss",button
"You can assign attributes to the 8 button such as zoom in, zoom out, mute, previous page, next page, and so on",button
There is a tendency to press the forward and back button (not right and left) without meaning to,button
"At the same time, the zoom button which is found under those two button is not something that at least initially you'll find without looking",button
"After changing the very bottom button to zoom in on print, you press the bottom button, then scroll with the scroll wheel in order to enlarge or compress photos or print size",button
I found my left click button had a small but irritating defect,button
The right button does not have the twang no matter how you do it,button
Cons: - The zoom button isn't necessary and gets in the way of pressing the back/forward button,button
I don't need a separate button,button
#NAME?,button
"~ the button and design are very helpful Cons: ~ the most important part of the mouse, its performance is extremely poor",button
At first I thought the thumb button would be hard to get used to,button
"Boy was I wrong, once I used Logitech's software to move the mappings around a bit (set thumb to browser back and zoom to browser forward then reused forward/back button for other features) this became indispensable",button
"My first three-button mouse was a Logitech in a bulky square ""ergonomic"" mouse",button
"One froze on the boot screen, the other on the main menu",screen
"I had the Shuffle for years and was happy with the small size, but unhappy with the lack of a screen",screen
"Tried charging in case power was the problem, but it locked up on the ""connected to the computer"" screen (which  could not access from my computer",screen
"I was initially impressed with the physical size, the song storage size, the playback quality, and even the screen color",screen
"I especially liked the playlist functions, readable screen size and shuffle, even though these features are pretty standard these days",screen
"And to make that worse, the menu button does NOT bring you back to the previous screen - instead it presents a list of options - such as returning to the previous screen",screen
"I use the most frugal settings - screen brightness at the lowest setting, backlight set to stay on for 5 seconds (as low as it can go)",screen
Finally a razor blade (on the second device) revealed the screen behind,screen
"The color screen was not important to me, which the IRiver had",screen
The clock is visible on the IRiver's play screen,screen
""" When I got to the screens to create an account, I was asked for credit card information and presented with the information that after a 30-day free trial, I would be charged $15/month",screen
I was afraid of damaging  the screen when I tried to remove it,screen
"The pros of this device are fairly self evident: small size, bright OLED screen, FM radio, microSDHC, and so on, so I'll focus on what *doesn't* work well",screen
"If I rename an album or something, sometimes it's not reflected in the Sansa clip, but I didn't want to pay $50 for an ipod shuffle where I can't see visually the name of the song playing or pay a lot for an ipod nano that didn't have buttons (I don't want to have to look at a screen to fast forward if I'm running)",screen
", video, touch screen, web browser) but play music, this is perfect",screen
"If you want to plug your player in, have itunes auto start, sync all the new podcasts, remove the songs you've listened to and add different ones, sync automatically and be ready to go in five minutes or less, the extra cost for the ipod nano is well worth it It is better than the Ipd shuffle 3g (screen, external buttons)  but loading songs and playing them takes way longer",screen
"And the screen is 1000% better, and battery life 24 hrs instead of 15",screen
"What I find is that I have to hold down the power button for an inordinate amount of time, but if I'm patient, it will show me the Sansa splash screen and logo before freezing again",screen
It's easy to navigate the screen and import your songs,screen
"To protect the player, I just put regular clear packing tape over the screen and put black duct tape over the microsd slot once the card was in place",screen
The screen timeout is pretty short which helps a little but doesn't solve the problem,screen
"The clip was sturdy, the screen was easy to read, and the sound quality was fantastic",screen
I owned the e260 and I broke the screen on the first one after about a year so I bought another one and it got stolen about after a year,screen
"First, it was just hard to see the screen (the blue display got really dim) then it became impossible to see anything and finally, it turned black and I could see nothing",screen
LED screen very visible,screen
I'm on my 6th one and I just recharged it and now it is completely frozen with the power on and the screen lit up,screen
"For the purpose of what I wanted it for it was perfect--small, light, easy to use, it didn't have any screens to mess with",screen
"It's nice and small, but because the buttons and screen is bunched up together, holding it while operating the device is simply awkward and uncomfortable",screen
#NAME?,screen
"Furthermore, the error message you get when you hit a button while in a hold state takes a good 5-10 seconds to slowly scroll across the screen - A big, big step back from the 1-2 second icon and error from the old clip",screen
"No frippery or gewgaws, no infuriating 'touch-screen"" control that require a deft touch for the simplest commands, no falling apart within a few months",screen
"that was until I went for a run that (first night with it) night, about 1 hour into my run it stopped sounding, it was on, the screen was working but no sound",screen
"* screen: not visible in sun, better remove it altogether from a sports player and thus extend the batt life, lower price and size",screen
"The screen is wasy enough to read, if I hold it within a foot of my face (I could read my Fuse from further away)",screen
The first thing I noticed was I was unable to adjust the screen brightness as far down as I wanted,screen
"I had just looked at the screen a few seconds before it died to change the volume, and saw that I still had half a charge left",screen
"I love the screen, the size, the price, the features, and the sound quality",screen
"I will try to use it the next day (no playing in between), but instead of a full charge the battery symbol shows the lowest readout and the unit will barely play before shutting off with a ""low battery"" screen",screen
I keep the LED screen light set for very short duration and volume at a moderate level and I never got close to 15 hours,screen
"I'm sure the battery is very small, since the whole player is, but the screen is mostly off and the player does not do anything fancy",screen
1-inch colored screen instead,screen
(you can hack an Ipod so it works with Windows just like an external hard drive without having to install the Itunes virus) I thought it would be nice to have a screen,screen
"Sure the screen could be bigger, but then it would be, uh, bigger; and I have no use for the music card function (adding, for me, an extra menu to be flipped through on my way from FM to Audio and back)",screen
"
",screen
"Just today (2/2/12) , when I hit the lockout button, the screen went black and I was unable to revive the machine even by putting it on the usb cable",button
"This has happened to the Pause, Home and fast forward button so far",button
Sometimes I have to keep pressing arbitrary button to get it to display anything--I cant even tell if it's on or not,button
"The replacement had a perfect volume button, but the FM player would not receive a signal from any station, outdoors, on a clear day",button
Battery-meter is inaccurate and I found it doesn't hold a charge as well as advertised I found out that you have to hold down the power button for like 15 seconds for it not drain its batter rapidly after you turn it off,button
When I got home I noticed even though the screen was black and I couldn't turn it on (even tried the 15 second power-button reset) the Clip+ was quite warm,button
"If you move your thumb inward for a better response, you tend to hit the center button instead",button
button - Much has been made of the new placement of the button and controls on the new Clip +,button
"The placement might be an improvement, but I find the new controls themselves very much inferior to the button and controls on the original Clip",button
This has been changed to an on/off button on the top with the hold feature now on the Home button,button
I tried the resetting process of keeping down the power button for about 20 seconds amongst several other things,button
"Based on some suggestion on similar but different problems, I tried to (1) reset, (2) format, (3) press the power button and hold for 15/30/60/",button
"seconds, (4) press the power button while holding down the middle button,",button
#NAME?,button
I liked the layout and functions of the button on the old style Clips,button
The on/off button has also changed,button
With the Clip+ there's now a simple button on the top,button
I only replaced it with the same thing because they changed the on button,button
"Every time I want to skip to the next song, it's very frustrating trying to pinpoint exactly where the correct button is and I have small to medium size fingers",button
"This may sound dumb because you're looking at the player right now thinking, just press the button on the right side of the square",button
Sometimes I accidently hit other button,button
"For example, the top button on an iPod click wheel allows you to return to the previous menu",button
The bottom button pauses/starts a song,button
"The button are made of a matte, textured plastic",button
Although releasing the fast forward/rewind button a slight bit and pushing back down on it will result in the Clip+ skipping to the next song,button
"Press down harder on the button, although its smaller size makes that a little hard",button
The feature I most liked was that fast-forwarding accelerated the longer the button was held - which is handy if you bump the button and change tracks accidentally (which happened a lot),button
I pushed the next song button and the screen went black,button
UPDATE: Sandisk forum suggested holding the power button down for a minute or longer,button
"In Sum: Sansa Clip is almost too small to be functional (small screen,button)",button
Improvements over the original clip: - The power button is now on top of the Clip instead of along the side as it is with the original Clip - The volume control is easy to access - The menu functions are more clear - It has the expansion slot Things I prefer in the original Clip: - Ruggedness,button
"I prefer the round button to the square one and the brighter colors: silver, red, pink",button
"Not that any of the button are easy to use without looking, but I just can't imagine anyone being happy with such an awful volume controller",button
"Every once and awhile I would accidentally get a button pushed, but this new design will misfire constantly with the slightest pressure",button
"So even after it would completely freeze before playing certain songs, requiring me to hold down the power button and turn the player off, I kept on telling myself to like it and give it a chance",button
"If I rename an album or something, sometimes it's not reflected in the Sansa clip, but I didn't want to pay $50 for an ipod shuffle where I can't see visually the name of the song playing or pay a lot for an ipod nano that didn't have button (I don't want to have to look at a screen to fast forward if I'm running)",button
"One works fine, but after 6 weeks or so the other has developed a middle button that often doesn't work without repeated pressing to get it working, but the button functions OK about half the time and everything else on the player is fine, so we'll see",button
") and they can usually be brought back from the dead by resetting (hold power button down for 30 seconds or more, sometimes takes repeated attempts) and then get rid of the files to cure the dysfunction, if it's messing up more often than a few times and not just an infrequent glitch",button
"And, switching between playlists and media while working out is not the easiest due to the configuration of the button",button
I like the volume button on my old one better,button
"If you want to plug your player in, have itunes auto start, sync all the new podcasts, remove the songs you've listened to and add different ones, sync automatically and be ready to go in five minutes or less, the extra cost for the ipod nano is well worth it It is better than the Ipd shuffle 3g (screen, external button)  but loading songs and playing them takes way longer",button
"try press and holding the power button for more than a minute, if it doesn't work out, try the same with the lock button, and the center button, etc",button
"It is very small, the button and menus are easy to use, and the sound quality is great",button
I did not like current ipod shuffle design with no button on the player and hate standard ipod headphones with ipod controls,button
The screen is small enough to see easily but doesn't take up space so the button are larger,button
Simple Navigation button-Took less than 5 minutes to learn,button
No fumbling through the other button to find pause,button
"Convenient Lock mechanism, which I never use, just push the home button for 5 seconds",button
"Sound controls are on the side, again push button and stiff enough not to trigger by accident",button
"Actually the Forward and reverse start slowly, than speed up the more time the button is held",button
To find the Mtp and MSC mode it's simple Press the home button<Settings<System Settings<USB Mode< For loading books Audible manager will only recognize in MSC Mode,button
"What I find is that I have to hold down the power button for an inordinate amount of time, but if I'm patient, it will show me the Sansa splash screen and logo before freezing again",button
"I haven't lost any data (music on the internal drive, audiobooks on the microSDHC) and it's a pain because I never know if holding down the power button will bring it back, but if I'm persistent it does",button
"Yes, it would be nice if it showed me date and time (especially since I can set that), and I worry that the slotRadio slot isn't covered and it would be more convenient to have the volume button more accessible when it's plugged into an external power source, but it still does what I need it to do which is hold a lot of audiobooks and music that I can listen to anywhere! [be, showed, set, worry, is, covered, be, have, 's, plugged, does, need, do, is, hold, listen] [nice, convenient, accessible, external]
",button
I guess my biggest problem is this: I wish it had a lock button,button
"After about 3-4 days, they sent me a note that said ""You can adjust the volume using the Volume control button on the left side of your Sansa Clip+""",button
I love the design with a very easy one-touch pause-play button that is available as soon as someone walks in the room,button
"Something else annoying - the carrying case that hooks onto the armband (which is another $30 - ridiculous), had slots for the button on a different side than my previous unit",button
"So in a perfect world, I'd have to buy another case to match up the button with the slots in the neoprene casing",button
"It says it's meant for the Sansa clip plus, but has the circular button cover, rather than the rounded off square shown in the pic, which means it was actually made for the original Sansa",button
"It also has a lock feature, by holding the Home button, so it won't change songs or pause in the middle of your workout",button
"To reset it, you PRESS and HOLD the POWER button for more than 20 seconds",button
"PS If you put this in your pocket with a key or something while excersizing, it will easily bump the other item in your pocket causing the pause button to activate (which is the same as the play button)",button
"Within 2 weeks of owning these, both of them broke, my husband's earphone jack and my volume button",button
"if you have a lot of music) Cons: Frustrating shuffle feature, difficult user interface, small button, small screen, playlists are difficult to make The player also does the slot radio thing",button
"By that time, I had read about holding the power button for 20 seconds, but that didn't do any good either",button
"Sound quality was decent, battery life was nice, extremely convenient for working out and listening to the radio, easy button to navigate, yada yada",button
Onto the bad points that has been nagging me on day one: you can't simply change folders with a press of a button,button
"It's nice and small, but because the button and screen is bunched up together, holding it while operating the device is simply awkward and uncomfortable",button
"I had to call customer service (India, of course, and the accent is difficult to understand) to get basic information on how to attach it to the computer (you have to push and hold the center button down before attaching it and then release the button after hooking it to the usb port",button
I found that I had to play with the unit to figure out the different button,button
"I bought this player because it has tactile button, an external memory slot, plays flac/ogg, and supports media transfer via USB MSC",button
"- I've seen nanos on collars, but having it smack chest/neck every stride doesn't sound comfortable), but they moved the volume control button to the left-side of the device - which is more inconvenient to reach with your thumb if attached to left pocket",button
I'll like a toggle button so I can activate repeats of a song/album etc,button
We expect button to work in a standard way,button
"This never, ever happened on my old player - the button had enough resistance to prevent this",button
The volume and on/off button are on the sides of the case and have more resistance to accidental bumping,button
"The Clip+ has a sleep mode which is a fair alternative, but it takes about 10 button clicks to get to it",button
"The ""back"" button takes you to the start of the _previous_ track",button
"On my old player, I could do everything I needed to do with 2 or 3 button presses at the most",button
"There's playlist options, but that's more button pushing and organizing",button
"Furthermore, the error message you get when you hit a button while in a hold state takes a good 5-10 seconds to slowly scroll across the screen - A big, big step back from the 1-2 second icon and error from the old clip",button
"If you're used to whacking a button on your old clip to see your current track's title or status bar, this can get incredibly aggrevating",button
"The controls are simple, and require that you actually push on them like an honest-to-god button ought to work",button
"After a few days, I discovered the problem: I had hit the pause button while the FM was on, causing the FM to mute",button
"The forward and back butons didn't work for skipping ahead to the next track, but I did find that if I held the button down hard, it would fast forward words; took longer,but doable",button
If you want to force the USB mode (which allows you to access this just a drive on a PC or Mac) what you need to do is the following: Step 1: make sure the device is turned off Step 2: hold down the center button and plug it into your PC or Mac Step 3: drag all your MP3 files into the music folder Those the steps you need to follow if you don't have to deal with software and uses one drag your music files onto the device,button
"I thought maybe it was a problem with there being no lock for the power button, but after being very careful to make sure no button are ever pressed with transporting the clip around (for example versus it just banging around in my bag or pocket) I find I still have the problem",button
They waste 2 of the 4 direct button,button
"I wish it were a single button or a setting that could be remembered (like the power saver function! [wish, were, be, remembered] [single]
",button
Don't just dump several hundred songs into a single directory unless you plan to leave it on shuffle - hitting the down button a hundred times to find a specific song is tedious,button
"If placed on your belt near the front of your pants, which most people would have it if not on the arm, bending over can cause the cloth of your shirt or jeans to press on the power button turning the unit off",button
"It was small, the button configurations and user interface were very similar, and my previous Sansa Clip was very durable so I made the purchase",button
"Pros: Small and light Easy to use Mini-SD card slot The clip is handy for gym & work Cons: Protruding power button allows player to turn on in purse and run the battery down ***Periodically dies anywhere from 2 hours to 2 days (at decent battery %, no response to charger)*** Meh: Battery life isn't great but it's not horrible either The random dying while the battery is charged is what ruins an otherwise decent little MP3 player for me",button
"It will not respond to button pushing, chargers, and USB data connections, and it happens progressively more often the longer I've owned it (although the amount of time it spends ""dead"" is completely random)",button
also had some trouble with the button that would move you on to the next song,button
had to push the little home button and go back to the begenning of the play list,button
"-External volume button, so it's easy to adjust",button
I eventually went to the Sansa site technical support and found out that you've got to hold the power button for 20 seconds,button
"Hit button, plugged it in, unplugged it, nothing",button
"
",button
Earphone Jack - The earphone jack on the original Clip and the new Clip + is in the same location,jack
"On the original clip, the earphone jack is on a flat part of the unit",jack
- The earphone jack on the new Clip + is on a slanted edge so that it doesn't fit in all the way,jack
"At first, I thought I was kind of interesting how it made my music sound (separated as if there was someone singing karaoke to the instrumentals), but it got old fast and I simply corrected it by wiggling earphone jack a bit",jack
Plugs right into the auxilary jack and sounds great,jack
"I exchanged my SanDisk for a Sony, and wouldn't you know it: the Sony headphone jack works great",jack
"All I did was try to remove the headphones from the jack- nothing abnormal- and the plastic coating came right off! [did, was, try, remove, came] [abnormal]
",jack
"Within 2 weeks of owning these, both of them broke, my husband's earphone jack and my volume button",jack
"The headphone jack is in the same place (right-side of device) which means that most people will clip it to their left pocket (do people clip these other places? [is, means, clip, left, do, clip] [same, most, other]
",jack
When I took the player out yesterday to use while I was hiking it would only work OK with the phone jack inserted just right,jack
"All three had same problem, with multiple jacks",jack
"I do really like the shuffle feature, the ability to jack it in directly to my car radio thru the aux in jack, a few pretty simple controls, and lots of features",jack
However I went out and got a starter soldering kit and was able to repair the headphone jack - it works better than ever now,jack
I've tried several jacks,jack
So I was going to just use it with the headphone jack and an AUX in; worked great for about 45 minutes then it just died,jack
I assume this stems from using the auxillary jack in my car (I use Sansa Clip with audiobooks for my commutes alot) as that may have fried the innards of the device as some electrical output comes from the aux jack,jack
I have not used other mp3 players as frequently with the aux jack in my car so I cannot compare with other manufacturers,jack
"It's relatively inexpensive, small, has a user-friendly interface and a micro SD card expansion slot",interface
The interface has a very intuitive feel and is easy to navigate and it's portability is favorable as well,interface
"Other than that the interface is nice, you easily get used to it",interface
"Simple interface: while connected to a PC, you drag and drop files or folders into top-level Sansa folders by type (music/podcast/audiobook)",interface
"I don't need a full iTunes-style player interface, but syncing should be neat, tidy, and most importantly up-to-date and complete",interface
"I regret not putting my $50 toward buying an ipod, and recommend that you learn from my mistake and invest in a player with a user-friendly interface and proven track record",interface
"in other words, i prefer to use the ipod interface (well, my old fashioned scroll-wheel having ipod)",interface
"No podcast support (Automated downloads, erasing the ones you have listened to, showing the unplayed files etc) No smart playlists, no genius, basically the same interface as I had on my first flash player with 128 megs",interface
The interface on these are intuitive and easy to use,interface
"The interface is better, but the battery is a huge disappointment",interface
And the nice thing is the interface is really simple so for somebody who isn't tech savvy it's perfect,interface
"Pros: - small size - light weight - simplicity of design - memory expansion - MTP interface (next three items)   - drag and drop via Windows Explorer   - can create & use playlists that are simply text files with folder/file names   - ability to play by folder Cons: - the power button stopped working (I understand this is a common problem) - the headphone jack was kind of bad -- you have to keep adjusting the cord until you can get both channels - the battery indicator wasn't of much value: I could start a run with the indicator down only one notch but it would soon die Before the Clip+, I had a Fuse whose display went out, presumably from sweat damage",interface
") My metrics: Aside from sound quality, bat life and user interface, the FM radio quality is of particular importance to me, since most of my trail running is on radio",interface
"Pros: Excellent features, good display, easy interface, very portable Cons: The volume button easily broke",interface
"It was small, the button configurations and user interface were very similar, and my previous Sansa Clip was very durable so I made the purchase",interface
Obviously it is not going to have Apple's great interface but it does well,interface
I'm happy with the interface and music quality so for now I'll continue resetting the thing sometime several times before it will come back on,interface
"The interface with Windows Media Player is excellent, simple and straightforward",interface
"After a year I found information on their website that new software will take care of this problem shared by the 1200, 1300, AND 1400 series! [found, take, shared] [new]
",software
I have owned this for over a month now and have done weekly web updates so I should have the latest software,software
"The TomTom Go 740TM has the best traffic routing (with automatic re-routing built into the software), allowing for more relaxed driving in rush hour (heavy traffic) conditions",software
"For us a major consideration in usefulness of a GPS system is, what does the GPS software do with the traffic data it is receiving, be it by the ""T"" traffic cable or by the cellular connection (Garmin nuLink, or TomTom Live)",software
"It is our opinion that the TomTom software does a better job of deciphering the incoming traffic data and a better job in offering automatic re-routing options, than do any of the Garmin systems we tested",software
"- Updating process is cumbersome, requiring software that stays active at all times, when I only want to use it every 6 or 12 months",software
"This software comes pre-loaded whereas with Garmin, one must buy a higher end model and pay for the upgraded software",software
"The Voice Recognition software is a wonderful addition, though far from perfect",software
"I don't know what Garmin has done, but they've apparently ditched perfectly good routing software from previous Nuvi versions to some cockamamy routing that makes little sense",software
"First, the Garmin website software used for registering and map downloads would not, itself, download to our new Windows 7 computer",software
"I'm a software developer and I recently moved to another state and also do quite a few road trips every year (last one was 3300 miles), so this gives you an idea of what kind of user I am",software
"Right out of the box after registering my NEW unit, I found out it needed a map upgrade, unfortunately for me I have limited broadband service, so 4 hrs later and 2GB of map upgrade, I begin to set it up, well there was also a software upgrade that had to be done before the maps could install, another hour goes by and then I get the message,""sorry problem with download try again or contact customer service, 4 or 5 times later, finally disgusted, I have to EMAIL Garmin customer service for help, they emailed me back saying they should be in contact within 3 Days",software
I'm probably going to return it to Amazon and shop for a GPS that has up-to-date software,software
Update: I am happy to say I received an email the beginning of July 2010 stating there was a mandatory software update regarding the freezing(reminded me of the 765 email that was sent a few years ago),software
"Many other minor bugs, hopefully to be fixed with upcoming software updates",software
All this after I downloaded the maps and latest software upgrades from garmin,software
"Not that this is a REAL problem, but the software took a couple hours to do the update, and it wasn't really clear if you could disconnect it in the middle of the update",software
The unit had the latest maps but not the latest software,software
"So I ran it again, this time telling it to reinstall the same version of software already installed",software
Cons:  Garmin advertises City Xplorer software for certain cities on their website,software
This software shows all available transit types for that city and the routes,software
"Anyway, turns out you really need to type in ""Avenue U"", because Garmin's software thinks the street name has two words: Avenue (full spelling) and U! [turns, need, thinks, has] [full]
",software
"The mapping software version is v8, the latest, but it doesn't have a few stores near my house, such as the Staples a few blocks away which has been there forever",software
The software that you hunt down seems mostly undocumented and it is one of those born knowing this experience,software
"The software from Garmin to customize the device needs a third party fix, sox",software
One of the first things the owner's manual requests that you do is to update the software,software
"However, after updating the software, the system doesn't tell you whether the update was successful",software
The only way to verify the current version is to go into a deeply-embedded screen to match up the software version on your device,software
"After attempting to update the software and map data, the unit went into an endless boot-up cycle (Garmin screen, map data loading, power down, power up, and repeat",software
Garmin software engineer with remote control of my PC could not correct problem,software
"Read is other software for the interface, but it's pc only",software
I wanted to be sure all of the software was up to date as well as the maps,software
Almost every major online map software offer that feature,software
"Now I write software for a living and get paid a lot for it, so I know something about computing and good user-faced design - this product could definitely improve a lot",software
"I updated the software, since one update was pending and everything went good",software
"*COMPUTER INTERFACE: This is a great feature allowing you to buy subscriptions, update your unit's software, and customize your voices & vehicles",software
I have updated the software at least 4 times and the unit still shootsdown by itself while driving,software
A good software engineer could have done this in a couple days effort,software
"There is software to record your own, but come on",software
"I have not tried 'eco route' related functionality I have updated map and software - so it has now latest firmware and map Basic functionality - add address/search address , navigation,interface is fine now i feel following issues - if anybody has any input let us know 1) when unit start - screen loads after ""I agree"" button ,it always make noise like ""spark "" or radio tunning for fraction of second and then it become normal",software
Garmin representative could give no date for possible revision to software,software
"All it allows you to do is to specify the places you want to stop at during a trip, but will not guide you through the Vias as the older Route software would",software
Seems the maping software needs to look at roadway types--like two lanes with potential of slow moving traffic--not just distance divided by speed limit,software
"The Garmin ""city-select"" maps or ""mapsource"" come with the software to allow a trip to be created on the large screen of one's computer and make necessary adjustments prior to down loading to the gps device--another feature I miss! [come, allow, be, created, make, loading, miss] [city-select, large, necessary]
",software
