,review,Aspect,preds
1295,"<p>A few weeks ago, however, the connection to the notebook card died",connection,connection to the notebook card died 
1296,"For the last 18 months, I have struggled keeping an internet connection active for more than two days straight",connection,struggled keeping an internet connection 
1297,"During that 30 minutes it works just great never drops connection, great connectivity",connection,drops connection 
1298,I would not reccommend this router for anyone who uses a wireless connection a lot,connection,wireless connection 
1299,Worked fine then experienced extremely slow internet connection and constant rebuffering(quitting) with iTunes streams,connection,extremely slow internet connection 
1300,"I was then transferred to an incredibly incompetent ""technician"" who made me change wireless settings when I clearly told him that the connection between my computer and the router is actually wired",connection,connection between my computer and the router is actually wired 
1301,I bought this router back in Feb or March 05 & put it to use with my mixed network of MACs & PCs and wired & wireless connection,connection,wireless connection
1302,I use this router as an upstream router that connects to my ISP's DSL through a PPPoE connection,connection,I use this router as an upstream router 
1303,I have never had this problem with any other wireless connection,connection,problem with any other wireless 
1304,Set it up easy enough and had great connection with the wireless in the room it was set up in,connection,connection with the wireless 
1305,"Some times it loses the wireless connection, may be it is only my router and in this case I always make the reconnection",connection,loses the wireless connection 
1306,"In the end, the settings are not terribly mysterious, but the troubleshooting primarily involves checking the control panels for both router and expander multiple times and cycling power on all units (including multiple PCs) in specific order multiple times until all connection are debugged",connection,connection are debugged 
1307,router connection to computer and internet is easy,connection,connection to computer 
1308,"While that is not near the 11MBPS advertised maximum, it's still 4x faster than a good dial up connection",connection,faster than a good dial up connection 
1309,) Hardwired nodes consistently have fast connection speeds,connection,fast connection 
1310,The cordless Sony does not kill my connection as long as I do not have the base station near the router,connection,kill my connection 
1311,"Seemed very sensitive to placement relative wireless router: too far it couldn't connect or keep connection, too close it didn't offer much range expansion",connection,couldn't connect 
1312,Since I cleared the obstructions I (and my family) have been thoroughly enjoying shared broad-band connection to the internet,connection,enjoying shared broad-band connection 
1313,"With a little knowledge and tweaking, you can get this product to run encrypted wireless connection to about 10 people with little or no problem",connection,run encrypted wireless connection 
1314,"I took two afternoon in this 614v5, and went to staples once to exchange the router, which the unconnection let me think its defective",connection,unconnection 
1315,"My old Linksys router never dropped the VPN connection, wired or wireless",connection,dropped the VPN connection 
1316,"The thing itself works fine, and is especially useful if you have ADSL (no need to ""login"" every time you want to establish a connection; it does it for you)",connection,"""login"" every time you want to establish a connection "
1317,"Also, it says *nothing* about MACs although of course the product works equally with MAC, IBM-clone or any other thing that has an Ethernet connection",connection,says *nothing* about MACs 
1318,The only devices which had internet connection was the wired devices attached to the base station,connection,only devices which had internet connection 
1319,All repeaters and their wireless and wired devices had no internet/intranet connection,connection,no internet/intranet connection 
1320,The connection bars in windows was the same as the 2,connection,connection bars in windows was the same 
1321,After much pain and suffering at the hands of this router not being able to stay running for more than 1/2 hour with two wireless connection (causes both wireless and wired side to freeze up) I managed to get a lot of good information on why this is the case,connection,wireless and wired side to freeze up 
1322,"Yesterday, I noticed that the WLAN link light was off and my wireless connection were no longer working",connection,connection were no longer working 
1323,Utilizing the WGR614 with a wired connection works great,connection,connection works great 
1324,However I got sporadic wireless connection (at best) even when sitting right on top of the antenna,connection,sporadic wireless connection 
1325,"Often times I couldn't connect with the router at all  and when I did, download speeds on my broadband connection were worse than a dial up connection",connection,connection were worse 
1326,"I have cordless phones, but they were not in the room or in operation when I was trying to setup my connection",connection,they were not in the room 
1327,I know had a solid connection to the net because I could remove the Ethernet cable from the back of the Linksys' 4-port switch and connect to notebook and it was instantly available,connection,could remove the Ethernet cable 
1328,"After a couple of days, I have a strong signal in every part of the house (2 stories) and usually a 54 Mbps connection",connection,have a strong signal 
1329,I then tried to set up the router with an new modem and a different ISP and it still only recognized a static connection,connection,static connection 
1330,"Yes, another brand may be more expensive but the consistant connection is far more important than price",connection,connection is far more important 
1331,I did not have an active internet connection with the router connected b/c of the router which I had mentioned in my email for assistance,connection,did not have an active internet connection 
1332,However it was unstable and constantly required resetting (the wired connection) not the wireless,connection,required resetting (the wired connection) 
1333,"The first year or so, the router worked just fine for wired and wireless connection",connection,worked just fine for wired and wireless 
1334,It works fine with wired connection,connection,works fine with wired connection 
1335,"It either drops the wireless signal, or lock up network connection on wireless side",connection,drops the wireless signal 
1336,But if you are looking for a device that is going to be able to bridge a connection and function as a wireless router you are looking in the wrong place,connection,bridge a connection 
1337,I'm adding a MacBook wireless connection using Mac OS internal Airport,connection,wireless connection 
1338,"Next, Bellsouth DSL, which I have used for years and like for its remarkable uptime abilities, provides no documentation whatsoever about making a wireless connection to its router",connection,no documentation whatsoever about making a wireless connection 
1339,It claims to be able to detect your connection settings and facilitate set-up,connection,connection settings 
1340,"Despite being up and running with a high-speed connection on a brand-new Sony, the software insisted that no connection was available and refused to let me proceed",connection,no connection 
1341,Pros -Great amount of features and customization -Awesome 1GBPS wired connection -Good price Cons -disappointing wireless speed,connection,disappointing wireless 
1342,Here's the short version:<p>Wired or wireless connection internal to the network work fine,connection,wireless connection 
1343,I had to install each update separately and try several times on each download for a connection that would last the duration of the download,connection,tried several times on each download 
1344,I have several computers and a HP Laserjet4 (13 years old and functions perfectly) I am hooked to my ISP's shared T1 with a wireless connection,connection,hooked to my ISP's shared T1 
1345,"The configuration page does not render properly on any of my three Macs, regardless of whether they use a wired or wireless connection",connection,page does not render properly 
1346,"So I went up checked the hard connection to the PC and still nothing, so I power cycled the router  and was up and running again",connection,connection to the PC and still nothing 
1347,"Other than not being able to maintain a network connection, this network router worked great",connection,not being able to maintain a network connection 
1348,It never drops the wired connection to which most of my computers are hooked up,connection,drops the wired connection 
1349,"All in all with its large screen, fast sat connection, free map updates the 1450 is a solid GPS",connection,fast sat connection 
1350,"I'll have three hours of no problems, then suddenly for the next two hours, I'll randomly lose internet access on both my wireless and wired connection",connection,lose internet access 
1351,The d-link seems to be having problems with inderstanding ite passwork connection,connection,problems with inderstanding ite passwork 
1352,I couldn't move one room away from the router and maintain the wireless connection through a single wall at a distance of around 30 feet,connection,maintain the wireless connection 
1353,"5 hours on the phone, talking with three different technicians, they got my connection in sync and off I went",connection,got my connection in sync 
1354,Was excited to hook up a few pc's to share a dsl connection,connection,excited to hook up a few pc's 
1355,I had the WNR2000 and I wanted to upgrade to this POS hoping to get a better reception for my X Box wireless connection which I use for HD Streaming,connection,better reception for my X Box wireless connection 
1356,"This also includes some direct router connection, not just the wireless signal",connection,"connection, not just the wireless "
1357,The connection speed was good at 40ft,connection,connection speed was good 
1358,"pdf"" included with the device does not present the actual installation procedure (it diverges at Page 17, step 6) In the end, after configuring and rebooting, the WiFi accepted connection, but never assigned an IP to that connection",connection,never assigned an IP 
1359,Be aware it takes about a day to download the updated maps with a I meg a minute high speed connection,connection,download the updated maps 
1360,My wireless signal disappears once in a while (even cannot find the router in wireless connection list),connection,signal disappears 
1361,I have not considered turning off encryption; if this is causing the router to become unstable then I would consider the wireless piece to be worthless because I don't want other people to use my internet connection,connection,wireless piece to be worthless 
1362,Our connection speeds have doubled from what they had been on our fading hub,connection,connection speeds have doubled 
1363,"Most strkingly the connection I have is 20Mbps which I get directly only from modem or from this router only thru ethernet cable, while I go wireless, if falls significantly in its best positioned antena in a one 1 ft away to 4-5 Mbps which I feel is not worth of its price",connection,connection I have is 20Mbps 
1364,Short and sweet: This router's wireless G connection lasted a week then completely died,connection,connection lasted a week 
1365,"To be fair, I never tried contacting Customer Support to see if they'd ""fix"" the problem as I need a working connection right now because my son does home schooling",connection,need a working connection 
1366,"Following which the wire connection to a laptop on a docking station failed to work - the laptop on the docking station could 'see' the Router but not the network or internet, other wired computers were fine and turning the wireless on (and then off) on the docking station laptop resolved the problem",connection,wire connection to a laptop on a docking station failed 
1367,"<p>To clear up any possible confusion, I should repeat what others have said: if you want to have multiple computers hooked up to your internet connection, this product will do that",connection,have multiple computers hooked up to your internet connection 
1368,The defective unit I recieved ended up wasting a lot of my time and would have been near impossible to troubleshoot if I didn't have my old LAN only router there to verify my network and wan connection was still ok,connection,connection was still ok 
1369,I have never had a problem with a wireless connection from this laptop its a very good wireless card,connection,problem with a wireless connection 
1370,I do not seem to experience any problems when connected via wired connection,connection,problems when connected via wired connection 
1371,Only other thing is my brother claims he pushed the button on the top (if using the vertical mount) to try to fix the wireless connection (he obviously didnt know that was just for the quick connect feature),connection,fix the wireless connection 
1372,"I bought this product based on the good reviews on AMAZON website and a prosumer router, but for me the router didn't work from the very begining, the wire lan is ok and internet connection, but the WIFI last 5 minutes and then didn't work again anymore",connection,didn't work 
1373,The connection doesn't seem slow to me and I'm satisfied,connection,connection doesn't seem slow 
1374,Also be sure you know how to reset your Internet connection,connection,reset your Internet connection 
1375,The speeds were a tremendous upgrade over the B/G router I was using before and the connection is very reliable,connection,connection is very reliable 
1376,"2 weeks ago, the range for the wireless died and I am unable to get a wireless connection unless I am in the same room as the router",connection,unable to get a wireless connection 
1377,"With Time Warner's recent push on low introductory rates and the fact that I was paying over $35 for dsl, I switched to cable internet with a faster connection and a lower price--at least for the first year",connection,I switched to cable internet 
1378,"My old firewall stayed up for months (but I replaced it because it was a SonicWall and they wanted $300 to increase the number of active connection to greater than 10! [stayed, replaced, was, wanted, increase] [old, active, greater]
",connection,number of active connection 
1379,it gets alot stickier with persistent connection,connection,gets stickier with persistent connection 
1380,"It allow multiple PC's to share a connection, provides some measure of improved security, and effectively isolates the DSL PPPoe software so I don't have to install it on my and my wifes PC, and my notebook or reinstall when I upgrade, and gets the PC started because I do not have to log to PPPoe each time my computer turns on",connection,isolate the DSL PPPoe software 
1381,"I purchased one of these routers for my girlfriend, who just got a new Centrino-based notebook computer (a Dell Inspiron 600m), and needed to share an internet connection at home between her family's desktop Mac and the new portable",connection,share an internet connection 
1382,"<p>It worked great for about half an hour, at which point it refused to talk to anything on the wireless connection or WAN",connection,refused to talk to anything on the wireless connection 
1383,"But, overall, the DLink has been good--fast connection for my Laptop, and now for the Iphone",connection,connection has been good--fast 
1384,"even when it does get a strong connection, the dsl speed is often slower than a 56k modem",connection,the speed is often slower 
1385,tech support say I need another wired router (another $99) to make my connection work,connection,need another wired router 
1386,"The network is hard to config, I have to reboot many times to get a connection",connection,reboot many times 
1387,"When I was using DSL for my internet connection, I had to reset my connection at least 3 times a day",connection,had to reset my connection 
1388,"Now that I changed to cable internet, I still have to reset the connection at least twice a week",connection,have to reset the connection 
1389,"So anyway, here is my experience with the V5: When I first got it and installed it the connection seemed to be fine for a little while, but then it just suddenly went out",connection,connection seemed to be fine 
1390,"When the connection went, I had to go through a little ritual with the router and laptop to get it back: I unplugged the router, plugged it back in, pulled up ""Network connection,"" disabled and then enabled the ""Wireless Internet Connection",connection,connection went 
1391,"One evening not too long ago, I noticed that my connection had not been lost for over 5 hours of steady work",connection,connection had not been lost 
1392,Bought a Dynex for five dollars less that is as fast as direct connection,connection,as fast as direct connection 
1393,"I though it would be best for them to set it up,via remote connection to my computer, so they offered to do so",connection,remote connection 
1394,It worked for a short time wirelessly then stopped working even with a wired connection,connection,stopped working 
1395,I didn't have time until some months later to contact Netgear to be informed that only they can set up the wireless connection but won't until I pay 99,connection,can't set up the wireless connection 
1396,"Man, never thought a wired connection would be such a pain in the (&*%^*",connection,connection would be such a pain 
1397,Next I tried to connect laptops by wireless connection to the router,connection,tried to connect laptops by wireless connection 
1398,But if I wanted to run WEP or WPA (which is what I wanted) it wouldn't make a complete connection,connection,wouldn't make a complete connection 
1399,only a limited connection that wouldn't allow me to use the Internet on the laptops,connection,limited connection 
1400,I had a bit of trouble in the first couple of weeks with finding the wireless connection after putting the computer to sleep and turning it back on,connection,trouble in the first couple of weeks with finding the wireless connection 
1401,First the likes: set up was pretty easy and connection to the laptops and wireless printers was easy,connection,connection to the laptops and wireless printers was easy 
1402,The internet connection was usable but noticeably slower,connection,connection was usable but noticeably slower 
1403,Almost no helpful documentation is included - make sure you already have an internet connection available so you can find help on how to get this working,connection,no helpful documentation 
1404,"Once I open too many simultaneous TCP connection, it'll crash--the lights blink as if it's still working, but it stops actually routing packets",connection,crash--the lights blink 
1405,"If you use BitTorrent, RSS aggregators, or other software that opens lots of TCP connection, avoid this router",connection,software that opens lots of TCP connection 
1406,I do not recommend the Linksys WRT54G Wireless-G Router because the enclosed software was buggy and did not establish the correct settings for a secure wireless connection,connection,buggy software 
1407,"The next day, when I turned on the modem, router, and laptop, we no longer had a wireless internet connection",connection,no longer had a wireless 
1408,"Lately though, after having the router for less than a year, my cable (RR) connection started dropping",connection,connection started dropping 
1409,"Although it improved my network connection speed to the internet (permitting the full 20MB/sec download speed), it severely crippled the ability to share printers on my network",connection,connection speed to the internet 
1410,I told him that the best thing might be to reset to factory settings and just configure it to see if I could get a connection again and work forward from there,connection,get a connection again 
1411,I explained that I had plugged directly into the cable modem and reconnected my old router and had no connection issues that way,connection,no connection issues 
1412,"After hooking up our home wireless network using a Linksys WAP54G and appropriate cards, in combination with a Direcway DW6000 sattelite Internet connection (the recommended approcah by both parties) we anxiously awaited the range extender",connection,range extender 
1413,"The router will try and assess the network's connection speed, leaving the router to just be out for 5 minutes or so for a single disconnect",connection,connection speed 
1414,The router would lose connection for 1 second and be down for 5 minutes and then do the same thing over and over all day long,connection,lose connection 
1415,Cons: Won't keep any type of stable connection,connection,Won't keep any type of stable connection 
1416,"Although the person was a little difficult to understand, they were polite, but then told me that I needed to get version 2 of this device, which, confusingly enough, has the same product ID number, but, as others have noted, includes a different image on the front with an ethernet connection",connection,"confusingly enough, has the same product ID "
1417,"I would recommend reading a primer on wireless security before you fire up the wireless connection -- the settings aren't explained in a way that a normal person could understand them, and the instructions don't help much with that either",connection,wireless security settings aren't explained in a way that a normal person could understand 
1418,My wrap board could go months without losing dropping the ADSL connection - very important for external mail clients with a dynamic IP address,connection,dropping the ADSL connection 
1419,I tried most of the afternoon to get a successful connection to a technician,connection,tried most of the afternoon to get a successful connection 
1420,"I skipped right past the setup wizard and configured the router to operate like my previous one:  DHCP for internal machines, a static IP connected to the outside world, and a pair of static routes to enable my VPN connection to my office",connection,static IP 
1421,to improve the distance for wireless connection,connection,improve the distance for wireless 
1422,2 ) Anytime a cordless phone is used in the house it knocks out my wireless connection,connection,knocks out my wireless 
1423,Even my internet connection works great and setting up everything took very little time,connection,connection works great 
1424,"For this router to be great value, it all depends on which service provider you use and what type of connection they have",connection,connection they have 
1425,"The posts say that you can set up the router via Ethernet connection without the setup program, but I was unable to connect to the router through its 192",connection,unable to connect to the router 
1426,This router will not maintain a wi-fi connection with that printer for longer than around 15 minutes after printing the last page,connection,not maintain a wi-fi connection 
1427,"To restore the wi-fi connection with the router, you have to either power cycle the printer, or on the printer control panel switch it temporarily to wired LAN, then back to wireless",connection,restore the wi-fi connection 
1428,"By the way, on my own I eventually found a way to keep the wi-fi connection to the printer stable, but don't know if it's a good long term solution",connection,connection to the printer stable 
1429,"If you want your Canon Wi-Fi printer to maintain its connection to this Netgear router, you have to disable the router QoS feature called WMM (Wi-Fi multimedia) on the 2",connection,disable the router feature called WMM (Wi-Fi multimedia) 
1430,"Once you do this, the Canon connection will be 100% stable indefinitely",connection,connection will be 100% stable 
1431,"02, there were no connection problems with the wireless",connection,connection problems 
1432,as long as you are comfortable tweaking your computers network connection settings and don't expect the Linksys documentation to address the OS now being delivered with new Wintel PCs,connection,don't expect the Linksys documentation to address the OS 
1433,"<p>Finally, the wireless portion of the network has yet to succeed in establishing a WEP encrypted connection",connection,wireless portion of the network has yet to succeed 
1434,"<p>That said, my computers on two separate floors are enjoyning high signal strength and  shared internet connection",connection,enjoyning high signal 
1435,Not up to speed with Centrino computers - requires endless tweaking to make a reliable wireless connection,connection,requires endless tweaking to make a reliable wireless 
1436,Netgear gave me a replacement router and with this new router I was able to steadily hold connection to all PCs but the only thing missing was NOWAY TO REACH THE INTERNET,connection,I was able to steadily hold connection 
1437,"The ethernet still worked but the main reason I purchased a wireless router was because its a ""WIRELESS"" connection",connection,"wireless router was because its a ""LESS"" connection "
1438,"Even though I couldn't get an Internet connection through the Expander, my computer could see the Expander and find the empty signal",connection,couldn't get an Internet connection 
1439,use a hard wire connection to configure your router,connection,hard wire connection 
1440,"Once I go through the D-Link DIR 655, either through wireless or a wired connection, the speeds drop to reasonable levels! [go, wired, drop] [wireless, reasonable]
",connection,wireless or a wired connection 
1441,I am going to re-route my internet connection to another part of the house to make it more efficient to cover as much area as possible,connection,re-route my internet connection 
1442,"What's more, there are times where I supposedly AM connected to the router, but the Internet doesn't work, despite my connection being intact",connection,Internet doesn't work 
1443,I'm glad not to have to worry about other people using the connection,connection,I'm glad not to have to worry about other people using the connection 
1444,"After 15+ hours on the phone with tech support with Linksys and after the 30 day return policy expired, it became clear that it wasn't going to work, although no one knows why (both computers are brand-new and the DSL connection works great on its own)",connection,connection works great on its own 
1445,"Using manual setup seemed to work and link showed as active, but once it showed as active all connection to the AP dropped and would not reconnect",connection,connection to the AP dropped 
1446,"Sometime it lost satellite connection even though I was still in the open road, not in a tunnel",connection,lost satellite connection 
1447,"Maybe the tall buildings make the connection to satellite broken? [make, broken] [tall]
",connection,connection to satellite broken 
1448,The location of the connection cord in the back is not in the most convenient place,connection,connection cord in the back is not in the most convenient 
1449,The connection to all PCs would hang and the router would have to be power-cycled to get back online,connection,connection to all PCs would hang 
1450,The download rates however will not be affected on the computer which has the direct broadband router connection,connection,the download rates however will not be affected 
1451,"Since I have installed the new router, my computer has not crashed, my internet connection is extremely fast and I have never lost a connection",connection,connection is extremely fast 
1452,I would bring it down to my home office and reset the wireless connection,connection,reset the wireless 
1453,"In addition, I tried to use this AP for *only* hard-wired connection (turning off all wireless devices at home), and over time (30 min or so) the hard-wired computer would lose its IP address over DHCP, and I couldn't get a new one",connection,lose its IP address 
1454,"This seems to work well for cable based broadband connection, but not so well for DSL based connection where the PPPoE client is located on the DSL modem - which is the way most DSL modems are configured today",connection,connection where the PPPoE client is located 
1455,Really wanted to keep this router but re-setting up the ATV wireless connection everyday was not very convenient,connection,wireless connection everyday was not very convenient 
1456,the lan connection was fine,connection,connection was fine 
1457,It means that one of the supposed differentiator feature for this router doesn't work and you have terrible experience trying to backup things - it doesn't matter if through wireless or wired connection,connection,doesn't work 
1458,This required constant resetting of the router to regain the connection with the computers,connection,regain the connection 
1459,"I was getting 1MB/s transfers tops, even when the router showed I  had 4 bars and 135mbit connection",connection,getting 1MB/s transfers 
1460,"However, I work from home most of the time so I need a good constant connection",connection,need a good constant connection 
1461,He said he's not sure why or how I was getting an internet connection at all,connection,getting an internet connection 
1462,pro: has a very stable connection,connection,has a very stable connection 
1463,) The Wireless connection was fast range was good,connection,connection was fast range 
1464,"When the wireless connectivity drops out, no wireless devices will connect to it our even see the connection in the list of those available",connection,wireless connectivity drops 
1465,"The router worked fine with direct CAT5 connection, but totally failed with wireless connection using the WMP11 cards",connection,failed with wireless connection 
1466,"After step 5, it said it could not locate the router, and my router was not working -- which was wrong, since Windows had already located it and recognized the new 1 gigabit ethernet connection (and I was able to connect to the internet)",connection,could not locate the router 
1467,"(On the plus side, the 1 GB ethernet connection to my desktop worked, and the 655 comes with a USB port, but I simply don't have the time or patience to see if that works",connection,connection to my desktop worked 
1468,"I decided to go get a newer model to handle my new XBOX needs, future streaming video for my new internet TV i am getting and the Gigabit LAN connection as i have 4 hard LAN lines to my existing router",connection,connection as i have 4 hard LAN 
1469,"I've had a wireless b connection for years that works perfectly, thought to buy the g to speed things up, and am so frustrated i'm going to throw the unit in the trash",connection,wireless b connection for years that works 
1470,"Overall, I am very happy with the way this router works, it has a strong signal and allows me to work at the levels I would expect from a wired connection",connection,has a strong signal 
1471,"On a wired connection with my linksys, speedtest",connection,connection with my linksys 
1472,net rated my home pc with a connection of up to 25mbps connection and wireless speeds around 15 mbps,connection,wireless speeds around 15 mbps
1473,"I had read in other reviews that it dropped their internet connection every couple of days so at the first sign of this happening to me, I got an RMA and shipped it back",connection,dropped their internet connection 
1474,When I had multiple computers (sometimes 4 clients) all aggressively pulling data down from visiting high bandwidth websites it seemed to handle the 16mbps internet connection ok,connection,handle the 16mbps internet connection 
1475,"AND if you get a connection after an hour of experimenting, it's hard to keep the connection",connection,hard to keep the connection 
1476,"As a concrete example of why this is important: With my previous Linksys router I allowed remote desktop connection to come in, but on a different port to reduce the chance of an attacker finding it and trying to break in",connection,different port 
1477,"Well guess what, Netgear's one-year warranty (according to their tech service) does not cover connection to ""third party components"" like Interenet ready TVs",connection,warranty does not cover connection 
1478,"first person tells me after about 1 hour that they have to call me back because of bad phone connection (? [tells, have, call] [bad]
",connection,bad phone connection 
1479,"Much to my surprise, the wired connection was about 10% slower with the Linksys unit installed",connection,connection was about 10% slower 
1480,You'll lose your wireless network connection as soon as these are effective,connection,lose your wireless 
1481,I find it unbelievably sleazy & arrogant to hijack your customers' internet connection in this manner to sell them extra software,connection,hijack your customers' internet connection 
1482,"The plus side of the bluetooth is there has been a clear connection in the handful of calls made no one has complained of any static,  most callers think I am live on the phone and not going through bluetooth",connection,"static, most callers think I am live on the phone "
1483,"And often I have the signal, but not the internet connection, and that's a problem of the router, because when installing again my old router, all these problems stops",connection,not the internet connection 
1484,You are much better off using a wired connection,connection,better off using a wired connection 
1485,"Fortunately, I have a wireless connection that allows me to access the web from my laptop while in different rooms of my house, but that's where the product benefits stop",connection,wireless connection 
1486,"I am no longer able to use the readyshare option (that stopped working after about a month) and I get constant error messages with regards to an internet connection, even though I am connected",connection,error messages with regards to an internet connection 
1487,"I owned this router for 9 months, works perfectly once I tried and error to different version of firmware and connection is speedy, steady and no drop signal",connection,connection is speedy 
1488,"What's worse, it doesn't like someone trying to connect directly to the Expander itself; remember, it's nothing more than an access point at its core, so it should still be broadcasting a local signal which should do a private IP; it does, then shuts down and refuses connection",connection,refuses connection 
1489,You'll long for the stability of a good old fashioned wire connection,connection,long for the stability of a good old fashioned wire 
1490,I was having to reboot the modem almost daily to maintain an internet connection,connection,reboot the modem 
1491,"All of our computers are capable of Gigabit connection, so I figured it was time to ""upgrade",connection,"connection, so I figured it was time to ""upgrade"" "
1492,The setup for a wireless connection was routine,connection,wireless connection was routine
1493,I am on my wireless connection 14 feet away and at a 39%,connection,on my wireless connection 
1494,)  I wanted to be able to use my work laptop at home throughout the house without another hard-wired internet connection,connection,hard-wired internet connection 
1495,"After installing the latest firmware, this router worked for 2 weeks before my remote extensions all went dead on me (failed to come through the router and register), while internet connection (both LAN & WLAN) was still intact",connection,connection (both LAN & WLAN) was still intact 
1496,The DIR-655 dropped WIRED connection at least once an hour and the wireless is off more than it is on,connection,connection at least an hour dropped 
1497,You would expect any router to be able to permanently keep a wired connection up without any configuration,connection,permanently keep a wired connection 
1498,"The Belkin also drops the wireless connection now and then, although not nearly as often",connection,drops the wireless connection 
1499,The great news is that the Belkin has yet to drop a wired connection no matter how long I am on or how much I download,connection,drop a wired connection 
1500,"To be fair, the product worked fine without wireless security, but I see little point in helping my neighbors tap my internet connection",connection,little point in helping my tap 
1501,"2 months into it and its dropping the internet connection on the wired ports, have to remove power to boot router to get momentary connection back so I could write this review and find a new reliable Netgear router to replace the DIG-655 F-Link/No-link router",connection,dropping the internet connection 
1502,"It does have a fast connection and for basic internet only, its fine",connection,has a fast connection 
1503,"Pros (they don't outweigh the cons, but here they are): Gigabit ethernet works well for the home network Range is great along with speeds Firmware has lots of great tweaks if you are technically inclined Looks slick Cons: Sporadically quits working with the internet connection (home network stays up), confirmed this is not an ISP or modem issue D-Link support (even the manual and website are incorrect at times) Must update firmware to get it to even work at an aggravatingly livable level To start off, I have had a horrible experience with this product",connection,quits working with the internet connection 
1504,"All the lights indicate it is still working fine, and my hard wire connection to the cable modem works great, but no signal emits from the wireless router",connection,no signal 
1505,A Linksys WRT54G immediately established a rock solid connection and has performed flawlessly ever since,connection,rock solid connection 
1506,I have a DSL SBC-Yahoo 2Wire internet connection and I had a terrible experience trying to install it myself,connection,had a terrible experience trying to install 
1507,I tried everything in the manuals and finally called tech support twice: Once to install my connection and the second time to set up my password access,connection,tried everything in the manuals 
1508,This product will NOT do the following: Hold a connection with the settings of 1) not broadcasting ssid 2) wpa or wpa2 encryption 3) MAC filtering on wifi 4) connected to an uptodate Macbook via correct settings 5) all this with the last two firmware updates,connection,not broadcasting ssid 
1509,"My only complaint about that dinosaur is that it suddenly looses the 5Ghz wireless connection when streaming a lot of video, probably because of overheating",connection,looses the 5Ghz wireless connection 
1510,"Since I have implemented this, the router has not dropped the internet connection nearly as much as it used to (every 2 - 3 days)",connection,dropped the internet connection 
1511,"The bottom line was that using any other combination of computers, routers, adapters, and positioning of the devices resulted in our typical 1-2 bar signal strength with a positive internet connection",connection,signal strength 
1512,"With my current router, I have a connection which is on 95% of the time, and usually easy to restore by fiddling with antennas or restarting the router",connection,connection which is on 
1513,I had hoped that the new Netgear router would give me a 100% dependable connection,connection,I had hoped that the new Netgear router would give me a 100% dependable connection 
1514,"Instead, it gave me an unfixable zero percent connection for anything more than 30 feet away",connection,zero percent connection 
1515,"Very occasionally, it refused to accept wireless connection (always worked for hard-wired) and the only solution was to unplug, wait 10 seconds and plug back in",connection,refused to accept wireless connection 
1516,"unfortunately, this unit also had defective WEP/WPA connection",connection,defective WEP/WPA connection 
1517,"If it didn't spare my wife and two kids computer connection, I would have been thrown out of the house this weekend",connection,spare my wife and two kids computer connection 
1518,Direct connection work fine--but come on--90 days before the wireless goes,connection,connection work fine 
1519,It would no longer allow wireless connection(wired still worked),connection,no longer allow wireless connection 
1520,"If you are using a wired connection, you'll be fine",connection,using a wired connection 
1521,"Except for the overheating problem, I like this product, the wireless connection work fine, and would recommend it (just think about keeping it cool",connection,wireless connection work fine 
1522,Other times if I disconnect the wireless connection and try to reconnect it will see the SSID of the router but then be unable to connect to router a few times,connection,unable to connect to router 
1523,"I'm in a lab, with perfect Ethernet connection on both the WAN and LAN sides of this router (no ISP involved), and my wirelessly connected computer is sitting feet from the thing, so there's no ""bad signal"" issues",connection,"""bad signal"" "
1524,I have spent many times and hours talking to tech support and still I could not get connection with my VOIP phone,connection,could not get connection 
1525,"To top it off, both wireless PCs again lost their internet connection and wouldn't connect again",connection,lost their internet connection 
1526,I researched the net and tried every tip I could find but was only able to get it to keep a connection for at most 30 mins,connection,I researched the net and tried every tip I could find but was only able to get it to keep a connection 
1527,The connection was excellent though when it did work,connection,connection was excellent 
1528,What took me a loooooong time was getting the Wireless connection to work with my laptop's Cisco Series 350 PCMCIA Wireless LAN Adapter card,connection,getting the Wireless connection 
1529,"Once I found that out, I was able to set the channel, infrastructure and other parameters to make a wireless connection",connection,I was able to set the channel 
1530,This router is known to have frequent issues with continous disconnects from the 100mb port connection,connection,continous disconnects 
1531,Initially this fixed the dropped conncection every 5 minutes problem but it caused a delay in establishing the initial connection with the router of about 3 minutes,connection,dropped conncection 
1532,"I'm glad I have a Garmin GPS, but would like to try other models to see if the unit behavior or satellite connection holds better than this model",connection,connection holds better 
1533,"But just like so many of the previous reviewers, after several months my wireless connection would drop frequently everyday requiring constant power unplug/replugs",connection,wireless connection would drop 
1534,"The router continued to work great with a wired connection, but that kind of defeats the purpose of a wifi router",connection,that kind of defeats the purpose 
1535,"Goes catatonic if you run Azureus (requires a reboot to get it to stop rejecting connection) and is noticeably sluggish loading Web pages even when working ""correctly",connection,rejecting connection 
1536,DIR-655 work fine for us so far - no dropped connection and signal much stronger than the old one,connection,dropped connection 
1537,"It was plugged in, all the connection were connected, one second it was on, and the next second it was off",connection,connection were connected 
1538,The signal was so weak that I could not turn on the encryption (could not get internet connection with encryption WEP,connection,signal was so weak 
1539,WRT54G can't access to internet through wireless connection,connection,can't access to internet through wireless 
1540,"Case in point, when I tried to set up SSH connection to two computers connected to the router at port 2000 and 2001 and forward the ports to 22 on two ip addresses, the router would complain that my end port number is smaller than start port and refuse to do so",connection,port number is smaller 
1541,It randomly disconnects from the internet for all connection both wired and wireless,connection,disconnects from the internet 
