review,span,Aspect
"So far, this was the only directional problem I experienced", directional problem  ,direction
"In a related problem, I found the direction to not always be accurate ", direction to not always be accurate ,direction
Also the first time that I used it the direction were totally wrong it told me to take a left instead of a right and if I would have followed it I would have ended up in the bushes, direction were totally wrong ,direction
"I have been disappointed in every aspect--it takes forever to calculate where it is, gets lost regularly, continues to follow its own direction instead of recalculating if I choose a different path, is not flexible in finding places, does not show bridges/tunnels, etc even when you are on them(! [have, been, disappointed, takes, calculate, is, gets, lost, continues, follow, recalculating, choose, is, finding, does, show, are] [own, different, flexible] ", follow its own direction ,direction
"The following day, the unit finally established a satellite link; however, it remained unreliable, often giving direction that were completely wrong in terms of the existing geography", direction that were completely wrong  ,direction
Timing of the spoken direction is not sensible once your turn is very close by, direction is not sensible ,direction
"If it has to recalculate a route quickly because you missed a turn and perhaps the next viable turn is not too far before you, the unit does not calculate fast enough to alert you to the new direction ", not calculate fast enough to alert you to the new direction ,direction
"However, it does seem to be too slow/delayed in giving direction especially out of parking lots onto major streets/roads/highways and it's not entirely 100% accurate all of the time", slow/delayed in giving direction  ,direction
"I have had major issues with the 3790T, its pretty and worked well and all of a sudden would recalcualte, then the maps would disappear but the voice direction would continue",  maps would disappear but the voice direction  ,direction
"The unit functions, has a brighter display, but the audio is poor, the unit is slow, and it cannot calculate a cross-country trip, says to follow direction and it will fill in later --""Trust me? [has, is, is, calculate, says, follow, fill] [poor, slow, cross-country] ", follow direction and it will fill in later ,direction
I have literally driven in random direction for up to 10 minutes before the Garmin finds itself, random direction ,direction
"The units like to tell you your going inone direction, when in fact, you are going the opposite direction ", opposite direction ,direction
The only problem I have with this GPS is it is small and I can't hear any of the direction , can't hear any of the direction ,direction
We frequently got bad direction ,  bad direction ,direction
We live in a major metropolitan area and and it's terrible for direction in the city, terrible for direction  ,direction
"In areas where there are a lot of streets, it gets confused and sends you in the wrong direction ", wrong direction ,direction
Have done so dozens of times with this unit and it STILL routes me a ridiculous direction , ridiculous direction ,direction
"Giving incorrect direction is infrequent, but a big problem when it occurs", incorrect direction ,direction
The only think worse that the direction is the traffic reports, worse that the direction ,direction
"It loses connection with satellite, there's delays in direction , wrong signals, no warning before battery dies, touchscreen is not sensitive enough to recognize input, and the list goes on and on", delays in direction ,direction
The Garmin took me through a shopping area with lots of traffic lights and confusing direction including telling me to make an illegal left turn on a very narrow street, confusing direction ,direction
Later speaking with my wife she related how she had to tell a coworker direction one time as their Garmin also was giving them troublesome or confusing direction too, confusing direction  ,direction
"Another point to note is that on the TomTom, if you think it has a wrong direction or marked a two way street as one way etc", wrong direction ,direction
"I had many issues with the nuvi 350: poor user interface, did not ""know"" where we lived (town name was in database but not in entry list offered), yielded totally wrong destination town w/test of direction (lacks quick means to verify routing) , screen resolution too small for effective use, zoom function rather tedious to use, points of interest list included inaccessible (ie, non-public! [had, did, know, lived, was, offered, yielded, lacks, verify, routing, use, included] [many, nuvi, poor, wrong, w\, quick, small, effective, tedious, inaccessible, non-public] ", direction (lacks quick means to verify routing) ,direction
") gas pumps, came w/out-of-date OS software, user manual had bad direction & errors of fact & misleading info, even tech service could not get ""clear private data"" function to work (they had me try 3 different ways- none worked)", direction & errors ,direction
"No matter where we are going, it gives us wrong direction ", wrong direction ,direction
The GPS I received almost caused an accident as I tried to navigate the local area with direction that were totally wrong (I do know my own neighborhood; it didn't even know when I reached home and would have had me go way past, direction that were totally wrong  ,direction
"After a few times of using i had to turn off the ""wonderful"" lady that tells you the direction because she was WAY off the actual map", direction because she was WAY off ,direction
At times it seems to want to go the opposite direction of where we want to go, opposite direction ,direction
* Frequently we'll start our journey on the street in front of our house and the system will plot our route assuming we're facing the opposite direction from how we're actually oriented, opposite direction ,direction
"I found the product slow to load up the direction , difficult to re-direct to more sensible routes, and not providing all the functionality desired", slow to load up the direction ,direction
I finally spoke to a friend who'd suggested the Garmin in the first place and was surprised when he said that his Garmin sometimes gives him direction that are inefficient - but he doesn't mind, direction that are inefficient ,direction
"Since efficient direction are the most important part of a GPS to me, I returned the unit", efficient direction  ,direction
It does not give the correct direction you are traveling, correct direction ,direction
"Getting from Newark International to Princeton, it gave confusing direction right off the bat", confusing direction ,direction
Another Nuvi has the directional problems ! [has] [directional] , directional problems ,direction
The Nuvi is definitely unreliable in long trips and it gave me wrong direction on many occasions, wrong direction ,direction
"Garmin should recall and fix the inaccuracies of their GPS, or the erroneous direction will kill somebody and I will be willing to be on the witness stand", erroneous direction ,direction
This can be frustrating when your about to make a turn and loose direction because of change in power (minus 1, loose direction  ,direction
"I have used navigators before, this one took a while to get the coordinates and would sometimes get confused on a location and would keep on giving wrong direction even after we arrived at the desired location", wrong direction  ,direction
After updating the maps the direction do not seem to be correct I was driving to Ironstone Vineyards and may several wrong turns and one of the direction is totally terrible for a car, direction is totally terrible ,direction
The lane direction work good and I think very useful as road signs never give direction early enough, never give direction  ,direction
One of the locations it pointed was exactly in opposite direction , opposite direction ,direction
"From the constant recalculating, slow exit updates, and constant wrong direction there was simply not a need for this product", wrong direction  ,direction
"Moving from Point A to Point B, if I start off, and then lose direction in a while, it keeps on telling me the first turn from Point A", lose direction  ,direction
NOt sure why but often really goofs up the direction , goofs up the direction ,direction
It also gave me weird direction , weird direction ,direction
I tried both shortest route and fastest route on different trips but got the same lame direction , lame direction ,direction
"The odd: * Odd navigation instructions: Instead of having me turn left in the median when I reach my destination, it tells me to pass my destination, go through two more intersections, make a U-turn, go through those intersections again in the opposite direction , and then turn right into my destination", opposite direction ,direction
I have an inherit fear of using this product because it was giving me the wrong direction within my local neighborhood, wrong direction  ,direction
The direction it gives is laughable sometimes, direction it gives is laughable ,direction
"Also, direction were inconsistent ", direction were inconsistent ,direction
instead of just inputting zip code or phone number - Can only set one waypoint - Takes you on weird direction and not so infrequently - Takes long time to get a satellite fix when turning on far away from where you turned it off - Super expensive map updates, weird direction ,direction
"This would be specially useful, for those time the unit keeps directing you through that street that is planned to be built within the next 10 years, or that street they keep working on, or the street happens to be the wrong direction ", wrong direction ,direction
"Review of Garmin nuvi 1450 This is an incredibly frustrating product to use, and is often unreliable for direction (as in WRONG)", unreliable for direction ,direction
The map direction are awful , direction are awful ,direction
"If you plan on using this on a street with more than one lane, you will not be able to hear the spoken direction even after it is set to the loudest speaker setting over any external noises", not be able to hear the spoken direction  ,direction
Several times the direction could have gotten me into an awful situation, direction could have gotten me into an awful  ,direction
Its direction are wildly unreliable : 1, direction are wildly unreliable ,direction
1 mile on the left - the device directed me in the opposite direction to another entrance 1, opposite direction ,direction
"It gives plainly wrong direction : to enter a highway I needed to make 3 immediate right turns - the device told me only about two turns, positioned my car in the opposite direction and ordered to drive 2 miles in that direction south while its (and my) intention was to drive 2 miles north", wrong direction ,direction
The trip got no better as it re-booted and miss-directed me through an estimated 3 extra hours of traffic re-direction , traffic re-direction ,direction
"Now this may sound like a mere inconvenience, it is major when it doesn't know which direct to start out, neither do I, and Murphy's Law prevails, I pick the wrong direction at which time the little arrow either just sits there as befuddled as I am, or it spins in rotational deliriums trying to figure out what just happened", wrong direction ,direction
"It sometimes says to ""turn right/left"", when that actually is the opposite direction that you should go", opposite direction  ,direction
The first 6 weeks I owned this device to replace another GPS it kept giving me crazy direction that were not anything like the fastest route from one place to another - like taking you MILES out of your way for a short trip, crazy direction ,direction
"I got lost SO many times, because it gave me wrong direction , taken me for multiple unnecessary loops, and didn't recognize parks (you cannot go thru the park, you always need to go around it)", wrong direction ,direction
"I had it once take me to a completely wrong direction - just a random spot on a map! [had, take] [wrong, random] ", wrong direction ,direction
So far It has given bad direction , bad direction ,direction
When I came to a fork in the road each GPS gave me different direction , different direction ,direction
"I got on the road, missed a turn, garmin recaluculated and directed me to the opposite direction than I thought", opposite direction ,direction
It's frequently inaccurate with it's direction , inaccurate with it's direction ,direction
And the spoken turn direction are frequently not timely , direction are frequently not timely ,direction
"After a ridiculous 10 minute search time (I am not exaggerating) the GPS finally found our destination, but botched up the direction once we were in the city", botched up the direction ,direction
"On my way, I entered into another parking lot and exited back to a previous road; instead of recalculating based on my orientation and GPS location, it started giving me wrong direction ", wrong direction ,direction
"The unit took us over roads that we did not use getting there, one of which was actually dangerous - so narrow that you had to pull over to allow a car to pass in the opposite direction , dangerous curves, no shoulders, steep drop-offs, and no warning signs", opposite direction ,direction
We were reduced to asking direction of numerous passersby at different points who could only attempt some broken English to help us, reduced to asking direction ,direction
Don't bother calling Garmin to complain about incorrect direction , incorrect direction ,direction
the direction are not first time user friendly , direction are not first time user friendly ,direction
It loses signal and shows wrong direction , wrong direction ,direction
"I ordered the 1450 because I read the reviews on the later models, which also seem to have many problems with misdirection , and decided this unit would be best", problems with misdirection ,direction
"I have to wait for a while and try again to go through the menu c) And finally, the direction are so so wrong ! [have, wait, try, go, are] [wrong] ", direction are so so wrong ,direction
"It doesn't disappear for a long time, maybe up to ten seconds at a time, but if you are in unfamilliar territory and approaching a freeway interchange or a turn is coming up you could end up going in the wrong direction , defeating the purpose of owning a GPS", wrong direction ,direction
"It then started re-calculating the destination, and often tried to send me off in a completely different direction , away from where I was heading", different direction ,direction
On the rare occasion it found signals it couldn't orient untill I walked in any random (and usually wrong) direction , random (and usually wrong) direction ,direction
"Example: I put in ""UPS Store,"" it listed 10 locations, 20 miles+ behind me in the opposite direction and none in the direction I was traveling, even thought there were definitely UPS stores in front of me", opposite direction ,direction
"It alternates the road in the middle of the driving, and sent me off in the wrong direction , and then it told me to make a U-turn to go back to the road I was driving on from the start", wrong direction ,direction
We used it for the first time in Portland Oregon and several times it had trouble acquiring the satellite and then due to such difficulties we either had no direction or it gave us incorrect guidance,  no direction ,direction
"More subtly (this I can understand, but it was a notable concern), it could not differentiate between medieval streets and major boulevards: it would have direction zigzagging through the narrow streets that are charming when you're on foot, but really shouldn't be navigated by anything larger that a Fiat 500 or Smart car - and subsequently we'd find that we'd started a block from a main road that a human would have directed us to",  direction zigzagging ,direction
"The volume control would reset on its own, muting calls but making the voiced-over direction really loud ",  direction really loud ,direction
"I had 4 legs to my journey and on 3 of them, the Garmin gave me wrong direction ", wrong direction ,direction
"I could see my destination point on the Garmin (which showed it accurately), yet it gave me the the wrong direction to get there", wrong direction  ,direction
"did not take toll roads very confusing direction it was difficult to secure any where in the car that was piratical! [did, take, was, secure, was] [confusing, difficult, piratical] ", confusing direction ,direction
After reloading the info into it which took 30 minutes of download time; we tested it locally and it turned off/on even while fully charged and then gave incorrect direction , incorrect direction ,direction
"It worked some of the time, but also made some of the trip very frustrating by wanting us to turn into one-way streets (in the opposite direction ) and occasionally into streets that where no longer available to cars (for example, converted to dedicated tramways)", opposite direction ,direction
The direction is confusing and not worth it, direction is confusing ,direction
"Sometimes I'd get off for gas and the GPS would recalculate my route in the opposite direction of the interstate that I just left! [get, recalculate, left] [opposite] ", opposite direction  ,direction
"There are some very nice aspects to this unit, I just couldn't get past the poor direction ", poor direction ,direction
There were many instances where it directed me to make turns or not make turns when I knew the direction was wrong , direction was wrong ,direction
With so many landmarks spaced together it got confused and started giving different direction every few seconds, different direction ,direction
"The first thing I noticed was that the voice direction, while plenty loud , sounded very raspy like the computer had a sore throat"," direction, while plenty loud ",direction
As we approached the half way point near New York City is where the direction got very odd , direction got very odd ,direction
To the units credit it never gave a wrong direction and always got me right back onto the highway, wrong direction ,direction
It gives bad direction for freeway interchanges, bad direction ,direction
I was 30 feet from an interstate on ramp and it wanted me to go in the exact opposite direction for 2 miles and then turn around, opposite direction ,direction
"The unit appeared to function well on the major highways, but in some of the cities and towns, direction were inappropriate ", direction were inappropriate ,direction
"For example, in Freeport, ME it told us to turn the wrong direction to leave town and we found ourselves going down an alley and turning into a parking lot", wrong direction ,direction
This unit kept giving me erroneous direction and shutting down, erroneous direction ,direction
Always giving direction either too late or too early, direction either too late ,direction
"Took me wrong direction , never connected or held a charge", wrong direction ,direction
This thing has to give the worst direction ever, worst direction  ,direction
It's direction around-town are sometimes laughable , direction around-town are sometimes laughable ,direction
"Cons: boots slowly, sometimes provides inaccurate direction (like turn where no turns are permitted - and it is not a new road sign), traffic avoidance feature leads to absurd routes and time waste, estimated time of arrival does not account for traffic lights, frequently does not recognise best routes (like misses highway exit that allows for saving 5 minutes", inaccurate direction ,direction
This takes several seconds and often tells me to turn around or turn in the wrong direction , wrong direction ,direction
"), and once it flat out missed the direction altogether, resulting in getting lost downtown in a large city", missed the direction  ,direction
"They come into each other like an upside down V from the way I travel, a typical fork from the opposite direction ", opposite direction ,direction
Sometimes it has me go the opposite direction I need to go and puts me on a highway only to get off and get back on a lesser road when I could easily have gone a direct lesser road route to reach the same destination, opposite direction ,direction
"When I lifted my finger off the screen, the map would zoom off in a random direction , so that the field of interest wasn't on the screen any longer", random direction ,direction
"I have Garmin 200W and wanted to upgrade to 1300 due to finding sats quicker and that part works, but this GPS takes you in very very strange direction ", strange direction ,direction
The direction the unit give you is wrong , direction the unit give you is wrong ,direction
The direction some time is not correct or navigate longer and unsuitable way, direction some time is not correct ,direction
"When I would type in a destination, it would calculate my route then highlight the route I needed to walk like normal, but when I start walking, the dot that represents my current location would not move until I was a block or more into my route (not good when it finally ""catches up"" and you find out you went a block in the wrong direction )", wrong direction ,direction
In southern Georgia and Florida I had at least 85% wrong direction , wrong direction ,direction
Can't even begin to tell you how many times it gave us wrong direction , wrong direction ,direction
My gps directed me through a neighborhood I was completely unfamiliar with and when I needed the next direction it shut off , direction it shut off ,direction
"I got the most byzantine direction , and when I took the most direct route I already knew, the thing just froze for several minutes", byzantine direction ,direction
"Not only did it take me in all kinds of crazy direction and in the wrong place, it totally died on me only 6 weeks after I got it", crazy direction ,direction
I changed settings on it and still it did not take me in the right direction on a number of occasions, not take me in the right direction ,direction
* In Baltimore the direction actually told me to turn the wrong way onto a one-way street on two separate occasions, direction actually told me to turn the wrong way ,direction
"Took forever to locate Satellites, would give turn direction too far in advance , and was just plain wrong on many occasions", direction too far in advance ,direction
"I think I bought it in August 2008 for my wife, who has the worst sense of direction of any human being I've ever met", worst sense of direction ,direction
It was okay but the direction where really weird , direction where really weird ,direction
Over the past week the unit on 2 separate gave the wrong direction , wrong direction ,direction
Very slow to update direction , slow to update direction ,direction
"Such as ""can't find the location"", wrong direction , wrong street names", wrong direction ,direction
"Secondly, if the Garmin needs recharging (while you are driving) you cannot see or hear the direction nor do you get visual", cannot see or hear the direction ,direction
I found the direction a little complicated compared to my unit in the car but when I figured it out it worked fine, direction a little complicated ,direction
But I could still count on the voice except when it was telling me the wrong direction to turn, wrong direction ,direction
"In addition, I tested it out while traveling to a location that I familiarized myself with and it kept instructing me to make u-turns and travel in opposite direction of where I should have been going", opposite direction ,direction
"The direction were wrong a few times, instead of shorter distance it would take me through shorter time etc", direction were wrong ,direction
"what's bright enough for the day, is blinding at night; what is good at night is washed out during the day > Allow myGarmin part of the website to design the interface - allow me to move items around, exclude them, or change font sizes/types for greater readability > Change the way lane assist (in the upper left) works - use the lanes that exist 1-2 miles before the exit, not the number of lanes in the exit > Keep the lane assist (full screen) pop up on the screen longer - or allow voice activation to bring it back > The unit will just start speaking direction with no warning - if you're driving with the radio on, you have no chance to turn it down - have the Garmin use the speaker as a microphone to detect the loud sound condition and amplify the speaker (and/or flash the screen 3 times before speaking to get your attention so you can turn the radio down) > Allow use of unit in portrait mode, not just landscape so you get more downfield view of the route > Offer an accelerometer that auto-detects rotation from landscape to portrait (need to first allow use of portrait orientation as suggested above) > Put a distance scale on the screen > Put a rechargeable battery pack into the friction mount to boost the longevity of the GPS unit! ['s, is, blinding, is, is, washed, Allow, design, allow, move, exclude, change, assist, works, use, exist, Keep, assist, allow, bring, start, speaking, 're, driving, have, turn, have, use, detect, amplify, flash, speaking, get, turn, Allow, get, auto-detects, need, allow, suggested, Put, Put, mount, boost] [bright, good, font, greater, upper, full, loud, sound, more, downfield, first, rechargeable] ", start speaking direction ,direction
I drive to the same location every Saturday morning when theres no traffic and the Garmin sends me in different direction each time, different direction ,direction
"Since then, the last two times I used it, the GPS changed the direction mid route", changed the direction  ,direction
"Most frustrating characteristics: poor satellite reception, poor positioning accuracy, slow satellite lock, incorrect routing, unstable and slow browser, frequent system lockup, low speaker volume, poor camera quality, shorter than advertised battery life, no competent tech support, no software support, slow startup, route turn-by-turn direction screen missing , and very poor screen contrast in daylight", direction screen missing ,direction
The direction it gives are bizarre , direction it gives are bizarre ,direction
"It is by far easier to use a map, a printout or no direction at all", no direction ,direction
"This gps will shut off on you, and give wrong direction , before the software fix", wrong direction ,direction
The direction were totally incorrect , direction were totally incorrect ,direction
"If you are looking for complicated direction in a smaller state, i would advise you to get a better one (not sure which that one is and I am still finding out", complicated direction ,direction
"Not only does it provide inaccurate routing, often times onto 1 way roads going the wrong way, and extremely circuitous direction , but it is also unable to locate streets/roads", circuitous direction ,direction
"My maps were completely updated and I experimented with every permutation there was, and still the direction were miserable ", direction were miserable ,direction
"Cons (most important to least): o Trouble with direction: within two weeks, it gave several routing direction that were nothing short of bizarre ", direction that were nothing short of bizarre ,direction
The poor direction were neither shorter nor faster to the destinations, poor direction ,direction
Our only concern is that we have found on occasion the Garmin will give us totally erroneous direction , erroneous direction ,direction
It kept giving me wrong direction and didnt even allow me to view the map because the touch screen keeps freezing, wrong direction ,direction
This GPS sends me in the wrong direction (constantly) and rarely recalculates, wrong direction ,direction
"Not only that, the road maps are satistactory accurate, but GPS and voice direction are totally wrong ! [are, are] [satistactory, accurate, wrong] ", direction are totally wrong ,direction
"I was testing it for the past few days, with different settings, Fast, Shortest, but still, it gives wrong direction ", wrong direction ,direction
(4) When first starting out the display lines don't show the proper direction and are often out-of-sync with the verbal instructions, don't show the proper direction ,direction
I could be a mere four blocks away from the entrance to a highway that went directly to my destination and the GPS would instruct me to go in the opposite direction , opposite direction ,direction
"it's totally useless, and extremely stupid and illogical in it's direction and recommendations to the user", illogical in it's direction ,direction
"What I am not happy with is that there is no way to turn off the advertising ""offers"" that clutter the screen without turning off the traffic information completely", clutter the screen ,screen
The screen seemed small and difficult to see Connecting to WiFi was near impossible, screen seemed small ,screen
"This product is great if you dont know where you are going, the only negative thing i have to say is the touch screen is very hazy ",  screen is very hazy ,screen
"Other than a larger screen, this device moves in the wrong direction: - the touch-screen reacts unpredictably , much worse than older Nuvis", touch-screen reacts unpredictably ,screen
"It doesn't track the finger well at all, no matter how deliberate the gesture, often spinning the screen off in unpredictable directions ", screen off in unpredictable directions ,screen
"On a single touch, or sometimes with a ""drag"", it pops up a large detail balloon that clobbers the entire middle of the screen , exactly where you most want to see something", clobbers the entire middle of the screen ,screen
"But while phone touch screens withstand significant pressure, the screen on this device literally cracked when the phone slid from my front pocket down under my car seat", screen on this device literally cracked ,screen
"Pluses large screen size up-to-date points of interest acquires satellites signals quickly lane assist option Minuses poor touch-screen response can turn off entirely in the middle of a route! [acquires, assist, turn] [large, up-to-date, poor, touch-screen] ", poor touch-screen response ,screen
"The touch screen just isn't very responsive , even after calibration", screen just isn't very responsive ,screen
"I found my old Nuvi 680 unit with the broken screen , bought the screen on e-bay for $10 and installed on my old unit", broken screen ,screen
"It shuts off in the middle of giving me directions and when I power it back on, the Garmin screen is displaying something totally irrelevant and starts giving me wrong directions", screen is displaying something totally irrelevant ,screen
One last thing: The amount of information displayed on the map screen is very limited compared to other GPSs I have seen, screen is very limited ,screen
"Once in Miami, the battery ran low & without warning the screen went black ", screen went black ,screen
"Finally, after 3 months of use the touch screen froze up and it was impossible to use and I returned it", screen froze up ,screen
"In addition, sometimes the touch screen isn't that responsive , which is a bit annoying", screen isn't that responsive ,screen
3) The screen size is a little on the small size , screen size is a little on the small size ,screen
It just had a black screen of death sometimes when receiving calls, black screen of death ,screen
"The second was much worse - touchscreen froze up at times, electronic voice became distorted at times, phone wouldn't pair right", touchscreen froze up ,screen
While out of town on business I tried to turn it on and all I got was a black screen with the word Garmin, black screen ,screen
"Web browser is Ok, but screen is too small to view the web pages", screen is too small ,screen
The touch screen became unresponsive , screen became unresponsive ,screen
"And the GPS often wastes your time with screens that are useless -- these are the equivalent of ""splash screens"" after you select a waypoint, that do nothing other than force you to press another ""Start"" button", screens that are useless ,screen
"Big screen don't show more map area , as opposed to 4", screen don't show more map area ,screen
i then did a google search to see if maybe i needed to install a driver or something - that's when i found out that a lot of other people who bought this gps were having the same problem with the touch screen with no known solution, problem with the touch screen ,screen
"because the screen does not work , i will instead recommend the garmin nuvi 50 which is very similar to this one - the only difference i noticed (aside from the fact that the screen has a very good touch response) is that it does not have 'pedestrian mode' which gives the walking directions", screen does not work ,screen
"(2) After a few months of use, the touchscreen became erratic ", touchscreen became erratic ,screen
Certain screens will not recognized a touch , screens will not recognized a touch ,screen
but the touch screen is not very sensitive , screen is not very sensitive ,screen
"The Bad: The touch screen isn't quite as sensitive as I would like, which requires you to push far harder than I would normally expect, but certainly not to the point of feeling ""rough"" or destructive", screen isn't quite as sensitive ,screen
"The traffic is usually off, scrolling through the map screens is HORRIBLE , the GPS will just shut off in mid route (happened when we really needed directions in a city and thus got lost) and the estimated time is off by 1 hr", screens is HORRIBLE ,screen
The manual warned about screen freezes and the unit certainly exceeds at that, screen freezes ,screen
"But I must have made a typo -- that's a lot of letters on a small touchscreen ! [have, made, 's] [small] ", small touchscreen ,screen
This might be a problem with the large screen , problem with the large screen ,screen
"My old TomTom doesn't have this problem, but the screen is very small ", screen is very small ,screen
One part of my screen is pretty much permanently melted , screen is pretty much permanently melted ,screen
"My unit is horrible to look at now (due to the damaged screen , not the snot", damaged screen ,screen
The touch screen is unreliable and spotty, screen is unreliable ,screen
"I have the same problem as a customer listed previously - The Nuvi 350 worked fine out of the box, but soon afterward the screen went to very low contrast as though the back lighting went out", screen went to very low contrast ,screen
The 1350 seems to acquire satellites slower than the 660 and the touch screen is at best erratic , screen is at best erratic ,screen
Sometimes it becomes unresponsive to the touch screen , unresponsive to the touch screen ,screen
"Hi, I bought it 2 months back and within month it was showing me poor or lost satellite reception all the time, this is my second Garmin GPS, first one was stopped working as my touchscreen was not working so now it is expensive paper weight", touchscreen was not working ,screen
"However its touch screen is horrible , basically useless", screen is horrible ,screen
"The touchscreen is unresponsive and requires deliberate keystrokes, mine is particularly unresponsive on the right lower corner", touchscreen is unresponsive ,screen
The screen lags and it literally asked us turn around in a private driveway, screen lags ,screen
Interacting with the touch-screen is so frustrating that I've more or less given up on using this device, touch-screen is so frustrating ,screen
"I turned the unit on at the beginning of a 10 day roadtrip to discover one third of the screen black , rendering the unit unusable", screen black ,screen
"Also while having a bigger screen, LESS info is shown per screen requiring MORE scrolling than the smaller unit as I like to look at the ""data"" screen w/ miles traveled, miles to go, time traveled, time sitting, moving, etc", LESS info is shown per screen ,screen
"The Nuvi 1350 is my first problem Garmin---- the alphabet touchscreen for the address input is terrible , requiring numerous touches to connect", touchscreen for the address input is terrible ,screen
"After my earlier Garmin Nuvi 650 stopped worked one fine day due to unresponsive touch screen , I gave the benefit of doubt to Garmin and went ahead and bought this replacement Nuvi 295W", unresponsive touch screen ,screen
Twice now while I was using the unit the screen suddenly went whitish-gray and locks up, screen suddenly went whitish-gray ,screen
7) Some screens are non-intuitive and it needs more buttons (either physical ones like the handheld units or soft ones on the touchscreen), screens are non-intuitive ,screen
""" All in all, my old Garmin was more reliable than this one, but unfortunately the screen on that one just stopped responding ", screen on that one just stopped responding ,screen
It turned on when I first took it out of the box and then the screen went dead and it wouldn't turn on even after being charged, screen went dead ,screen
The touch screen was difficult to use , screen was difficult to use ,screen
The first one died ( screen froze over and over) within a couple of weeks, screen froze ,screen
"Also annoying is you're driving along and ""poof"" the screen randomly goes black , and if you're lucky, the garmin logo appears, and the GPS reboots itself", screen randomly goes black ,screen
Finally the screen went black after 14 months of use, screen went black ,screen
"The first one, a 1390T froze on the opening screen ", froze on the opening screen ,screen
My other main problem was with the screen touch sensitivity and multi-touch, problem was with the screen ,screen
And attempting a two finger zoom was terrible and the screen display often jumped somewhere else that I was pointing, screen display often jumped ,screen
I am very disappointed with my garmin 1450 GPS whose touchscreen is so fragile and unbelieveably it is cracked when I push the poweroff button, touchscreen is so fragile ,screen
"I cannot believe it is true when I looked at this ""spider web"" of cracked screen ", cracked screen ,screen
"To my most disappointment, I am still in a one-year warranty, however, garmine company refused to repair it by giving a stupid reason that my screen damage is out of range of their warranty", screen damage ,screen
 Lack of responsiveness of the touchscreen is a significant negative feature, Lack of responsiveness of the touchscreen ,screen
"Garmin accuracy and audio is included, but a small screen makes this unit less than perfect ", screen makes this unit less than perfect ,screen
The small screen makes net surfing a misery , screen makes net surfing a misery ,screen
"I don't know if it's just my unit or a product-wide problem, but the touch screen is terribly unresponsive ", screen is terribly unresponsive ,screen
"It loses connection with satellite, there's delays in directions, wrong signals, no warning before battery dies, touchscreen is not sensitive enough to recognize input, and the list goes on and on", touchscreen is not sensitive ,screen
Bad: The screen contrast really sucks , screen contrast really sucks ,screen
However I still don't think there's an excuse for such a crappy screen , crappy screen ,screen
"I had an insurance policy on my old Garmin 765T through Bestbuy which I loved, but the pixels in the screen I had a white straightline, and thought the screen was burning out , so I took the 765T back to Bestbuy and was given the Garmin 2360 LMT, took it home, registered the product and did the current down loads, and current maps", screen was burning out ,screen
"I had the Garmin 2360 LMT GPS for 1 day, and the screen completly went dead, I returned it to Bestbuy and was given another Garmin 2360 LMT, and took that home registered it down loaded the maps and current software, that unit worked for a day and a half and the screen went dead, returned it to another Bestbuy, thinking the first Bestbuy got a bad shipment of GPS's, and received another Gamin 2360 LMT, did the downloads, and that unit worked two days before the screen stopped working ", screen stopped working ,screen
"Went to another Bestbuy and received another Garmin 2360 LMT and that lasted 3 months, and the screen went dead on 12-15-2011", screen went dead ,screen
"DO NOT BUY THE GARMIN 2360 LMT, Customer service at Bestbuy just told me on 12-15-2011 when I returned the Garmin 2360 LMT for the last time, that a number of people are returning their 2360 LMT models for the same problems, the screen just goes dead , and the unit will not turn back on", screen just goes dead ,screen
The touch screen is way too responsive ; goes all over the place, screen is way too responsive ,screen
"My only problem is that the Suction cup lost suction on a glass surface and the Garmin fell, breaking the screen ", breaking the screen ,screen
It had been on the windshield all day and the next morning it had fallen and is now a paperweight with a broken screen , broken screen ,screen
"I had many issues with the nuvi 350: poor user interface, did not ""know"" where we lived (town name was in database but not in entry list offered), yielded totally wrong destination town w/test of directions (lacks quick means to verify routing), screen resolution too small for effective use, zoom function rather tedious to use, points of interest list included inaccessible (ie, non-public! [had, did, know, lived, was, offered, yielded, lacks, verify, routing, use, included] [many, nuvi, poor, wrong, w\, quick, small, effective, tedious, inaccessible, non-public] ", screen resolution too small ,screen
Also - the touch screen is incredibly temperamental , screen is incredibly temperamental ,screen
The screen size is very usable but the screen navigation is a bit strange and could be considerably improved, screen navigation is a bit strange ,screen
 screen display makes odd jumps and view changes when i try to change how high the balloon is flying while i look down at the terrain, screen display makes odd jumps ,screen
The pros: 1) The screen can get extremely bright , screen can get extremely bright ,screen
"I have mine set at 40% brightness, and I have never had an issue reading the screen in the daytime", issue reading the screen ,screen
"I have had Garmins since 1998 with no problems: this one is the exception: couldn't select screen options by a ""touch"" but had to press; then it wouldn't power off and then horizontal lines through the screen", couldn't select screen options ,screen
"Update Nov 2011: Received a replacement and is working for the 3 weeks I have had it but the ""touch"" screen is the same as the one that died ; it isn't sensitive like the prior models I have had and I have to tap or even squeeze the selections", screen is the same as the one that died ,screen
"Next, the screen is jumpy ", screen is jumpy ,screen
(They also removed the feature you got by quick-touching the Sat Signal icon taking you to the satellites screen - you have to press and hold the Signal icon for more then 10 seconds to get the sat screen to load , get the sat screen to load ,screen
The touch screen is not sensitive and the screen is not clear even I wiped it, screen is not sensitive ,screen
Sometimes screen goes blank for several seconds to redraw while navigating, screen goes blank ,screen
"The touch screen is very crude , low resolution, with bad accuracy, way too insensitive even for a resistive touch screen", screen is very crude ,screen
