,review,Aspect,preds
7285,Another more minor gripe is the routing software,software,  minor gripe 
7286,"Email support, a day later get a reply: ""you must have a Mac, in which case, you must download a different piece of software and install prior to registration",software, different piece of software 
7287,"Manually restart the device after the software update is complete"" Ok - does this mean connected to the computer or not? [restart, update, is, does] [complete, mean, connected]
",software, software update is complete 
7288,"You do know that Mac users will be getting this software, why not make it seamless? [do, know, be, getting, make] [seamless]
",software," software, why not make it seamless "
7289,"(I have now read other reviews, and find that the very long update process, the crashes of the update software, and the inadequate memory to deliver the promised North America and Europe maps have been found by other users",software, crashes of the update software 
7290,I'm hoping a future software upgrade will enable it,software, software upgrade will enable 
7291,"This is a decent GPS, but the bugs in the software and underpowered web site makes accessing the map updates impossible",software, bugs in the software 
7292,"Furthermore, it is impossible to upgrade any software through the Nuvi 295w web browser",software, impossible to upgrade any software 
7293,"I tried defaulting it and loading the latest software, as this has worked for some, but it still does it",software, defaulting it 
7294,"I tried downloading the latest software from their site, but it did not fix the problem",software, software from their site 
7295,I bought this Nuvi in June because I was planning a trip to France and the earlier North America-only model Nuvi I had been using had outdated map software,software, outdated map 
7296,"Since this model cost less than renting a GPS from the European car rental company for the two weeks I planned on using it, it seemed like a win-win -- I saved money while on vacation and I got newer map software for when I returned home",software, got newer map software 
7297,I sent the unit back to Garmin (at my expense) and was told that the replacement unit I've yet to receive may not have the latest map software on it and that I was not eligible to download the latest for free because the grace period expired - this on a unit that didn't work right from day one,software, not have the latest map software 
7298,I upgraded all software to the latest version but it did not help,software, upgraded all software 
7299,"This unit and the other new Garmins are supposed to go hand-in-hand with the CityXplorer software, available as a download",software, Garmins are supposed to go hand-in-hand 
7300,"
",software,  keys are dropped  
7301,The visual of a major interchange sign made it so much easier to follow the voice and progress output of the unit,voice, easier to follow the voice 
7302,"All in all, display is nice, easy to use and voices are easy to understand, but not reliable enough for daily use",voice, voices are easy  
7303,"Was very excited about the voice command so it could be used hands free, but that is only good if the unit actually works",voice, voice command so it could be used 
7304,"We recently used the device on an extended trip in the upper peninsula of Michigan and many times Jill (the named American English voice) had no clue how to get us where we were going, could not find many addresses even on identified US and State highways, or could not find exact addresses when provided -- ""No match",voice, voice) had no clue 
7305,Fortunately there were other english voices I could swap to,voice, voices I could swap 
7306,"This 350 has nice voice/accent choices, and its feature of announcing turns by street names is helpful",voice, 350 has nice voice 
7307,So  consider  it  a voiceless  gps  or disposable,voice, voiceless 
7308,However voice sounds like an 80 year-old lady (apologies to octogenarians)and the downloads for updates take forever it seems,voice, downloads for updates take forever 
7309,I recently used my new Garmin 1450LMT on a 1300 mile trip; (I've named it Jill after the female who's voice is on the unit),voice, voice is on the unit 
7310,"I would have lost the voice directions, help information, and other useful features on the GPS",voice, lost the voice  
7311,"I don't really like the trend toward adding unnecessary bells and whistles, like MP3 player,3D building view, junction view, voice activated commands (how can that possibly be anything but a source of frustration in a carload of kids? [do, adding, activated, be] [unnecessary]
",voice, voice activated commands 
7312,"heading southbound on the I-15 approaching the Pasadena 210 freeway about 2 miles ahead, the Nuvi (in the British Emily voice) tells me to stay on the left side of the I-15, which I ignored since I already knew the area, and I had to stay on the right side of the freeway for the 210 onramp",voice, had to stay on the left side 
7313,It rendered the use of the bluetooth and voice command features useless,voice, voice command features useless 
7314,"Shortly after the transfer to the Supervisor's voicemail, I went back online to mygarmin to delete the unit from my products",voice, had to delete the unit 
7315,"The prompts are generally easy to follow, the voice instructions are good with sufficient time to change lanes for upcoming turns, and the lane indicator is really nice when it's available",voice, voice instructions are generally easy to follow 
7316,"Route calculation and recalculation: When I got my first Garmin, several years ago, it had a feature which that I found really annoying and drove me crazy: every time I deviated from its planned route the voice said 'recalculating'",voice, voice said 'recalculating'
7317,"Also when mounted, it wouldn't make any other sounds: no beeps or voice navigation",voice, no beeps 
7318,"You don't seem to be able to use it for extra voices, vehicle icons, etc",voice, doesn't seem to be able to use it 
7319,The voice activated feature was awesome and worked very well for me,voice, voice activated feature was awesome 
7320,8 MB of free space (after deleting the voice and help files) out of 1,voice, delete the voice 
7321,when I voice command it says add to current route or start new route,voice, voice command is not so easy  
7322,"I emailed customer support and they suggested deleting all unnecessary files like other voices, text, keyboard help files not in your native languages (free up space)",voice, keyboard help files not in your native languages 
7323,"Its not accurate when it tells  me where to make a turn with the voice, you better watch for the highlighted road in the screen",voice, not accurate when it tells 
7324,Excellent voice prompt with street names pronounced,voice, voice prompt 
7325,"But, you have to pace yourself and wait for the ready icon to turn green before you can voice the next command",voice, wait for the ready icon to turn green 
7326,"But if you un-plug the power and use its battery (with fully charged battery), its guidance spoken voice volume reduced about only half loud",voice, voice volume reduced 
7327,"I think that one is able to download additional voices from the Garmin website, however, I think that this unit should have arrived with more voice options",voice, voice options
7328,"I have had major issues with the 3790T, its pretty and worked well and all of a sudden would recalcualte, then the maps would disappear but the voice directions would continue",voice, maps would disappear but the voice directions 
7329,"Time being short for Christmas, I had to choose a different model in a local store, voice is clear, like the older mode",voice, had to choose a different model 
7330,"*COMPUTER INTERFACE: This is a great feature allowing you to buy subscriptions, update your unit's software, and customize your voices & vehicles",voice, update your unit's software 
7331,As to cell/bluetooth however I had to keep the voice /sound on in order to use it but I've had the voice off for 2 years on my old unit,voice, had to keep the voice /sound 
7332,The voice is customizable and the volume can be controlled very well,voice, voice is customizable 
7333,The navigational voice commands are great and normally very loud and clear,voice, voice commands are great 
7334,"The voice is very audible in my right ear, but of course I can't see or touch the screen when it is in this position",voice, can't see or touch the screen 
7335,It doesn't have the voice commands but is superior in every other way as a navigational unit,voice, doesn't have the voice commands 
7336,My Garmim 265 has a natural smooth clear voice that is easy to understand (very important when driving),voice, smooth clear voice 
7337,If they get enough calls then maybe that will be enough incentive to improve the 1350s voice quality if there is a problem,voice, voice quality 
7338,PS: The tech tried to put the voice from my 265 into the 1350 but it was incompatible,voice, tech tried to put the voice 
7339,"I also liked the ability to choose between different voices with the TomTom, which the Nuvi doesn't have, although this is not essential",voice, options between different voices 
7340,"No selection of (standard/free) natural human voices to choose from--not even online, for that you have to pay",voice, no selection of (standard/free) natural human voices 
7341,"the screen is good, voice and  color are also good",voice, voice and 
7342,When the GPS arrived I turned it on to try the voice program and found this was the wrong model,voice, try the voice program 
7343,Now I keep my IPAD charged and ready with the voice turn by turn just in case Get the free apps from Apple and you can be further ahead,voice, voice turn 
7344,too bright at night 7) i haven't found voice alert for over speeding,voice, haven't found voice alert 
7345,"I use the Nuvi on business trips every week and several times I've almost killed myself on the highway as the suction cup releases, the Nuvi goes flying as I turn on a curve and the next thing you know, I'm palying hide and seek with some computer voice talking to me from somewhere on the floor",voice, Nuvi goes flying 
7346,The GPS's voices are amazingly natural sounding,voice, voices are amazingly natural 
7347,"Where TomTom comes with software to update your device and to load different, map colors, voices",voice, software to update your device 
7348,TomTom's voice has the feature that the faster the car goes the louder the voice gets and I found this to be a helpful feature that is absent in the Garmin,voice, louder the voice 
7349,"My wife has the Garmin 3790 voice activated version, it is a much better unit and much easier to manage since you just speak verbal commands instead of typing text",voice, not speak verbal commands 
7350,This model has current maps and voice notification of street names,voice, voice notification 
7351,"Our only problemm was the voice activation was not done at the factory, but a call to the 800 number was helpful and took care of the problem",voice, voice activation was not done 
7352,"I have since purchased the nuvi 205W, the nuvi 780 (for my wife) and the 885T which, like the 3790LMT, also has a voice command feature but it has a remote button that you strap to your steering wheel to enable the nuvi to start listening for voice commands",voice, remote button 
7353,"Because I will soon not be able to receive traffic data on my nuvi 885T thanks to the discontinuation of the Microsoft Direct service in 2012, I upgraded to the nuvi 3790LMT thinking I was going to get a much more refined voice-command experience",voice, not be able to receive traffic data 
7354,"For example, the ability to jump to any screen by voice (such as ""traffic"" or ""tools"" or ""settings"") is no longer available",voice, jump to any screen 
7355,"Had this been my first unit with voice command, I would probably be very pleased",voice, voice command 
7356,Voices Pros: It has a male and female voice that will allow street names and turn by turn to work,voice, voice that will allow street names 
7357,Cons: The female voice sounds like the emergency weather broadcast voice on the radio,voice, voice sounds like the emergency weather  
7358,The male sounds like the old robot voices from the sixties and has a bad speech impediment,voice, voice from the sixties 
7359,Also the voice choices are minimal and very unpleasant to listen to,voice, voice choices are minimal 
7360,"Consistently hearing the ""emergency weather broadcast voice"" announce direction is discerning but worst yet is a male robot with a speech problem",voice, direction is discerning 
7361,Overall the text-to-speech and the timing of the voice prompt is good on Garmin,voice, voice prompt is good 
7362,"But they still need a voice prompt that simply says ""straight as possible""",voice," voice prompt that simply says ""straight as possible "
7363,"I know you can buy other voices but is it really too much to ask for one free voice that isn't grating to listen to on a trip that lasts more than 15 minutes? [know, buy, is, ask, is, grating, listen, lasts] [other, much, free, more]
",voice, free voice 
7364,"a lot of customization you could have, like downloading different vehicles, voices, or record your own voice",voice, record your own voice 
7365,Nightmare and is by far my most favorite voice and is excellent quality,voice, voice is by far my most favorite voice 
7366,"Unfortunately, the device is remarkably insensitive to the female voice",voice, device is remarkably insensitive 
7367,"An interesting aside: Garmin's eTrex, a portable unit more designed around the notion of hiking and walking, has virtually all of the features of the nuvi (and their other car navigation units) except for voice prompts",voice, nuvi (and their other car navigation units) 
7368,I momentarily considered going that route (he-he) but really wanted to stay with voice prompts,voice, wanted to stay with voice 
7369,"), and last, the voice speak the street name doesn't work often, I have to reset preference to make it work",voice, voice speak the street name doesn't work 
7370,There is only one voice available that announces the street names which is a woman,voice, voice available 
7371,"I would really prefer my old pal ""Dan"", a guy,s voice on the old Pilot",voice, not voice 
7372,for this kind money I find it disappointing to have not one other English voice choice,voice, disappointing  voice 
7373,"The spoken voice is nice on the Garmin, and the default can be changed to several different voices, even with British or Australian accents, male or female",voice, default can be changed 
7374,"The Magellan has a single female voice that sounds a bit like a drill sergeant, but ultimately I preferred her warnings and the tones that sound just prior to turns",voice, voices that sound  
7375,"The 350 is light, pocket size; lcd is bright; voice is clear; text-speech is great; play mp3 and photos even though I don't expect to use them very much",voice, don't expect to use them 
7376,"Issues: Maps don't appear to be up-to-date (yes, even after running it through the latest update) It sometimes takes 10-15 minutes to pick up reception Traffic is RARELY picked up The voice command feature is weak, at best The only ""alerts"" I ever get occur when a Best Western is near! [do, appear, be, running, update, takes, pick, is, picked, is, alerts, get, occur, is] [up-to-date, latest, weak, best, only, Best, Western]
",voice, voice command feature is weak 
7377,"Tomtom is good and some even have voice and street turn directions, as well, but it might cost more",voice, voice and street turn directions 
7378,"Over 30 minutes of warning with decent estimates of miles/minutes delay   Lane assist, very helpful   As one with visual issues, the 5"" screen and increased font size were much more readable   Blue tooth worked well, very clear and usable CONS: Popup ads are annoying but not horrible   Too many options/extras (such as voices) must now be purchased",voice, screen and increased font size were much more readable 
7379,I was able to transfer voice files (,voice, was able to transfer voice files 
7380,"I did not like the default English voice or the voices of any ""girls""",voice, not like the default English voice 
7381,"*  Unreliable response to voice commands while driving, I had to repeat each command about 5 times and then it misinterprets what I'm saying",voice, Unreliable response to voice 
7382,"The sound quality (mp3 and voice) is pretty decent for a piece of equipment its size, and before my Nuvi went bezerk, it was really easy to use too",voice, voice) is pretty decent 
7383,"The voice recognition is a great feature thst allows for hands free driving, however, the number of commands are limited compared to a previous GPS that I have used with voice recognition",voice, voice recognition is a great feature 
7384,On this model you can not call up a traffic map by voice which I find helpful at times,voice, can not call up a traffic map  
7385,"The voice on the GPS is also more ""robotic"" sounding and not as crisp as ""Karen"" in my previous Garmin Nuvi 550",voice," voice on the GPS is also more ""robotic"" sounding "
7386,"Both have great features, the voices are great, but the Garmin is like a Ferrari that runs out of gas before you can get to a gas station",voice, runs out of gas 
7387,"While I enjoy this device, I'm disappointed in the lack of more current technology improvement and poor design for the heat problems, elementary voice recognition and still needs major user interface design improvements in display and navigation",voice, poor design 
7388,"I delete the Spanish, French and Canadian voices (which, by the way, now means I can't sell this thing internationally in the future)",voice, can't sell this thing 
7389,"I have been led several times to frontage and side road destinations with the voice declaring it's success, only to find that I was a mile or miles from my intended target",voice, I have been led several times 
7390,plan on keeping this unit plugged in at all times and keep the radio volume down low so as not to miss when Brenda speaks in her newly designed somewhat timid and tinny voice,voice, radio volume down low 
7391,"When it restarts, all the settings have been reset, including voices and brightness",voice, restarts working 
7392,With the extra room I would have assumed a better speaker but the old familiar voices are there,voice, old familiar voices 
7393,"I like the voice turn by turn navigation, the estimated time of arrival, and many of the other features",voice, voice turn 
7394,I have the Ford Sync(2008) and a Droid phone and the voice commands on both of them kill the Garmin,voice, voice commands on both of them kill 
7395,"Next, I put the unit in simulation mode and tried to use voice activation commands to simulate routes, and it crashed again",voice, tried to use voice activation 
7396,I seen if I could get a different voice but had no luck,voice, different voice 
7397,In my opinion my old Magellan  is far better unit and I love the voice on that unit,voice, old Magellan 
7398,My favorite feature is it's voice commands of where to turn gives you plenty of time to turn without having to make a last minute dangerous maneuver in your car,voice, voice commands of where to turn  
7399,"PROS: - Voice recognition works surprisingly well - Fairly fast with finding a new route - Nice voice, easy to understand - Loud and clear with easy volume control - Love the lane-by-lane detailed views - Good timing with the navigation directions",voice, voice recognition works surprisingly well 
7400,"], noted the increased route and waypoint capacity of the 3790 as opposed to the 760, and purchased it based primarily on that (but also for voice commands and because I like the new lightweight design)",voice, voice commands 
7401,"For example, it is not possible to list destinations 'near' using voice commands, such as 'near' my current route, or 'near' my current destination",voice, not possible to list destinations 'near' using voice 
7402,The voice commands will only display destinations near my current position,voice, voice commands will only display  
7403,"Also, the voice command menus do not list distance information when you 'find by address', so in order to get that information, you must use the touchscreen-driven menu",voice, voice command menus do not list distance information 
7404,"Also the voice navigation sounds robotic, and the navigation is not on-cue",voice, navigation is not on-cue 
7405,"And that navigation comes with voice commands, faster re-routing if you scrap the plan, better traffic avoidance - all advertisement free",voice, traffic avoidance 
7406,"As the return was solo, I felt the voice nav was an important feature",voice, voice nav was an important feature 
7407,It would be nice if it could xmit its voice commands through the stereo,voice, xmit its voice 
7408,"I tried to delete unnecessary voices,keyboards,languages; the 2012 map with junction view still needed more memory",voice, map with junction view still needed more 
7409,"From the Garmin website, you can customize your vehicle's on-screen appearance using several different options (including ""holiday"" images), navigator voices, upload JPG images to customize details, get games (although for the life of me, I don't know WHY you would want games on a GPS unit) and subscribe to traffic updates (the LM means you get free lifetime-map updates, but if you want traffic information, you'll have to subscribe to that feature",voice, don't know WHY you would want games 
7410,"The unit is easy to view  , voice is clear - Having this item for a short few months  I've tried it out here in town  such as going to church which is a straight shot EAST from Residence once on the main road , with only one right turn to navigate  - instead of going direct - unit wanted to go all around town before arriving at destination",voice, unit is easy to view 
7411,I bought this product after returning the newer Garmin 50lm because the voice is much better on the 1400 series than the entry level 2012 50lm series,voice, voice is much better 
7412,The voice command was useless without my reading glasses because of all the line prompts,voice, voice command was useless 
7413,"Everything is so easy to use, plenty of info, I don't need my glasses to use the easy to use voice command",voice, not need my glasses 
7414,"At first it seemed great; it's very thin with a bright beautiful screen, the 3d mapping is super cool in the city, and the Bluetooth and voice control worked fine",voice, voice control worked 
7415,The voice in the old nuvi is perfectly clear and smooth,voice, voice in the old nuvi is perfectly clear  
7416,The voice in the new 1350 sounds like a PMSing woman shouting from inside a thick cardboard box; absolutely gawd-awful sound and extremely irritating,voice, gawd-awful sound 
7417,"Then again, I've got the volume at 100% just so that I can hear the voice on a hot summer day in my car with the a/c fan crankin'",voice, can hear the voice 
7418,"Ideas for improvement: I'm not sure what the higher end models do with the Bluetooth connectivity, but I'd love for this GPS to broadcast into my Bluetooth earpiece so that the GPS ""voice"" doesn't disturb anyone else in the car if they might be sleeping",voice," ""voice"" doesn't disturb anyone else "
7419,It would also be cool to hear the voice interrupt my radio so that I could listen to music and then hear the GPS directions as they are spoken,voice, voice interrupt my radio 
7420,"Finally, in order to install the newest maps, you -will- have to delete unneeded voices from the device to make room for the maps",voice, delete unneeded voices 
7421,"UPDATE: 12/3/2011 - I recently purchased a TomTom Go Live 1535M and have to tell you that the Garmin menu system, voice commands, accuracy and display of posted speed limit and so much more is significantly superior to the TomTom",voice, accuracy and display of posted speed limit 
7422,The voice directions were clear and accurate and gave you plenty of time to anticipate your turns (the route still stunk),voice, voice directions were clear  
7423,When I came back to try out the voice command feature I found the unit stone dead,voice, voice command feature 
7424,"I had trouble the whole trip finding POI's and addresses, voice command activating without prompts, maps not fully drawing, the problems went on and on",voice, voice command activating without prompts 
7425,"If the voice command feature was activated unintentionally, we recommend you set a more complex activation phrase to prevent this from reoccurring",voice, voice command feature was activated unintentionally 
7426,"To reduce the number of accidental voice command wake-ups, increase the length of your wakeup phrase",voice, accidental voice 
7427,"To change the wakeup phrase on the nuvi 3790, please follow the instructions below: Touch Tools on the main menu Touch Voice Command Touch Customize Phrase Type the word or phrase of your choice Touch Done Once you are happy with your wakeup phrase, simply speak the phrase to activate voice command",voice, Touch Tools on the main menu Touch Voice Command 
7428,The voice activation feature activated itself several times for no apparent reason,voice, voice activation feature activated itself 
7429,Loved the voice command but there was a frustrating problem,voice, frustrating problem  voice 
7430,"The second time I used the voice command, it restarted in the middle of address entry",voice, restarted in the middle 
7431,(yes I freed up a ton of memory by deleting every unneeded voice/keyboard,voice, unneeded voice/key  
7432,Only thing I didn't like was the computer generated voice was not 100% crisp and sound like she was nervous,voice, voice was not 100% crisp 
7433,"It shows ""calculating"" at the top of the screen but voices it as well (more than once sometimes), whereas the Magellan just shows it at the top of the screen but remains silent (which I like better)",voice, voices it as well 
7434,"One other thing, when I'm taking freeways/tollways and the Garmin tells me to exit, it shows at the top of the screen the name of the exit but the voice just says the name of the freeway I'm on",voice, voice just says the name 
7435,"Unfortunately, when starting it up, I find the maps load a bit slow and and as I'm driving, the voice gives one direction while the display is showing the opposite, e",voice, voice gives one direction 
7436,"Also, more often than not, the voice directive is given too close to the actual needed maneuver and I miss my turn",voice, voice directive is given too close 
7437,"The Garmin is worse than the Droid in the following ways: 1)  The Garmin's touch screen is much less intuitive/friendly 2)  The Droid allows voice commands, so you don't have to type in an address",voice, screen is much less intuitive/friendly 
7438,"I would much prefer the Garmin if it allowed voice commands, and if it had a better course overview",voice, problem with voice 
7439,"Anyway, I e-mailed Garmin and they told me to delete all the help & voice files except American English",voice, delete all the help & voice 
7440,"The voice activation feature in particular is a special kind of garbage, if you insist on buying this GPS, do yourself a favor and pass on the voice model",voice, voice activation feature in particular is a special 
7441,"There were many laughs to be had as we attempted to get the GPS into listen mode ""voice command, VOICE COMMAND",voice, get the GPS into listen mode 
7442,"If you do buy one, use the screen as you will most likely get lost following the voice prompts",voice, screen as you will most likely get lost 
7443,"It constantly froze, screen turned black but I could still hear the voice prompts",voice, screen turned black 
7444,"So, I deleted all the non-emglish voices from the 1490LMT, after which I was able to download the entire map",voice, deleted all the non-emglish voices 
7445,Pros: - GPS works well most of the time - I found it easy to follow with clear voice annunciation of upcoming turns,voice, voice annunciation 
7446,Quirky at times and don't know how to stop the voice from telling me to one route when I know I want to another routr,voice, stop the voice 
7447,The voice feature has loud and clear directions,voice, voice feature has loud  
7448,The unit would indicate a left turn and the voice would say turn right,voice, voice would say turn right 
7449,"The volume if VERY low, give you turn info (voice) sometimes after the street",voice, volume if VERY low 
7450,The display of the current street name at the top of the page when navigating and voice  messages that included the street names at turning points,voice, voice 
7451,Yes there are other voices but other units I have tried are not cryptic like this one,voice, voices I have tried are not cryptic 
7452,Launching the voice Menu interface is easy and the phrase is customizable,voice, voice Menu interface is easy 
7453,"Changing volume, and bringing up the Map Interface using voice commands is also great for keeping your attention on the road while adjusting your Nuvi settings",voice, voice commands is also great 
7454,"- Once you start using Garmins voice command, you'll probably never go back to manual entry",voice, never go back 
7455,"I hear the next iteration of Garmin Nuvi will include internet + google which should address this issue, but until then, if you're solely deciding to buy the 3790 based on the voice commands, then maybe you should wait a bit longer",voice," voice commands, "
7456,"When the unit was showing a right turn, the voice commands were telling me to turn left, and vice versa",voice, voice commands were telling me to turn left 
7457,"It's slow, and I seem unable to interrupt its voice confirmations of its understanding of my voice commands",voice, interrupt its voice confirmations 
7458,"During our vacation in Miami, this GPS all of a sudden lost all map data, voices, etc and hence rendered 100% unusable",voice, lost all map data 
7459,This little contraption is terrible when it comes to recognizing voice commands,voice, terrible when it comes to recognizing voice 
7460,as compared to the older nuvi 255W which had a much better voice output,voice, much better voice 
7461,"- Hand free phone conversation: I can't end a phone call with my voice, it still needs me to press a button",voice, can't end a phone 
7462,"A few of the voices are quite clear, the timing of turn directions is good",voice, turn directions is good 
7463,"The voice is entertaining, especially when you go against the voice's directions",voice, voice's directions 
7464,The voice system continued to give directions but they were virtually useless without the screen to look at,voice, useless without the screen 
7465,"The voice is loud and clear, the maps are accurate and detailed",voice, voice is loud  
7466,My nuvi 660 had the capability to download numerous voices in English,voice, nuvi 660 had the capability 
7467,I found British Emily on my 660 to have the most respectful voice when giving directions,voice, have the most respectful voice 
7468,The voice command works very well and is useful for hands free direction finding,voice, free direction  
7469,"Overall the unit is not bad, just don't expect a dramatic improvement over previous models and in some ways (like the ability to download voices), it is a step backward",voice, doesn't expect a dramatic improvement 
7470,"The ""voice"" includes street names in directional instructions",voice," ""voice"" includes street names  "
7471,The voice pronunciation is significantly improved over previous models,voice, voice pronunciation is significantly improved 
7472,"I found the voice recognition to be pretty good given the noisy environment of a car (turn off your radio when you talk and it works even better! [found, be, given, turn, talk, works] [good, noisy, better]
",voice, noisy environment 
7473,"You cannot pan and zoom using voice and you can't switch to the ""data"" screen from the map (but you can go the other way)",voice," can't switch to the ""data"" screen "
7474,"They should make a lot more of the commands available by voice but just zoom in/out would be a major major improvement for ""hands free"" use",voice, zoom in/out would be a major improvement 
7475,The voices generally are very poor compared to TomTom,voice, voices generally are very poor 
7476,Garmin may have those features in spades but the childishly bland 1370 with its voices of exasperation and almost optionless interface does not come close,voice, optionless interface 
7477,"The feature did work and the voice recognition was able to correctly identify my intended destination but the command prompt kept coming on during the trip, even when I disabled it",voice, voice recognition was able 
7478,The map is very easy to read and the voice prompts are timely,voice, voice prompts are timely 
7479,"Pros Nice screen (very nice) excellent voice quality feels nicely built and is quite heavy 4 free updates per year over speed limit warning Cons POP UP ADS! [Nice, feels, built, is, warning] [nice, excellent, heavy, free]
",voice, voice quality 
7480,"Pros: Big screen, loud adjustable voice, easy to use, cool features like Point Of Interest and language options, readable color coding for directions Cons: Touch screen is slow to respond or doesn't respond at all at times I'm sad I had to return this product because I loved the pros, but the ONE con was enough to annoy me to the point of returning it",voice, screen is slow 
7481,My 760T allows selective muting (with a check box) of the voice prompts as do most Garmins with a music player,voice, muting (with a check box) of the voice 
7482,"But it is possible to just run the unit without having a route selected should you wish to do so and as such there will be no voice prompts, as the unit will not have any routes it is directing you on",voice, no voice 
7483,""" I suppose then my 760T is totally unsafe as it easily allows someone to mute the voice prompts? [suppose, is, allows, mute, prompts] [unsafe]
",voice, mute the voice 
7484,"Bottomline is they need to update the software to allow ""None"" for voice prompts or someother reasonable fix? [is, need, update, allow, prompts] [someother, reasonable]
",voice, update the software 
7485,I've also just left the voice prompts on as it is preferable to dead space while listening to music,voice, left the voice prompts on  
7486,"It is quite easy to change settings,route options,voices,language,etc",voice,  has it quite easy 
7487,You can also download language packs or use your own sound files for the voice navigation,voice, use your own sound files 
7488,"I could turn the sound on the unit up all the way and the voice navigation and sound effects would be extremely loud, but I could barely hear the person speaking",voice, voice navigation and sound effects 
7489,"He had me connect to my computer and remove some Nuvi software files (voices,  foreign languages, texts, etc) that were not needed so I could free up space on my 1450LMT",voice, remove some Nuvi software files 
7490,"I have a need for something that gives clear-voiced, efficient directions, and provides a readable screen in sunlight",voice, readable screen 
7491,I just wanted something to read clear-voiced efficient directions to me while I'm driving,voice, wanted something to read clear-voiced efficient directions 
7492,The suggested way to gain memory space was to delete different voices,voice, gain memory space 
7493,"I deleted about 9 of the 20 or so different voice files, including Canadian French and European Spanish",voice, deleted about 9 of the 20 or so different voice 
7494,"Using the same process to look at the voices on my older Garmin nuvi 260W, I found that it had at least 80 voices, including Chinese, Bulgarian, Portuguese, and on and on",voice, voices on my older Garmin nuvi 
7495,"How could this old unit handle so many more voice files than this less than 2-year-old unit? [handle] [old, many, more, less, 2-year-old]
",voice, handle so many more voice files 
7496,I actually prefer my old Tom Tom for the choice of voices and the ease of checking your overall route - maybe I just haven't figured the Garmin out yet though,voice, choice of voices 
7497,"I like the voice commands of the 2360, a big improvement over prior voice-commanded units",voice, voice-commanded 
7498,"However, even with voice commands you do have to at times be able to read the map clearly",voice, voice commands you do have to at times be able 
7499,"I tried different voices, volume levels, etc",voice, tried different voices 
7500,"First off, it only has three preinstalled voices:  American English, Spanish and French Canadian- nothing else",voice, preinstalled voices 
7501,"Apparently, to get other voices, including my old favorite Aussie Karen, you have to download the voice from Garmin's website",voice, voice from Garmin's website
7502,"I literally spent hours downloading installers, drivers, voices and maps, each using a different and well hidden links, to unsuccessfully complete any task",voice, unsuccessfully complete any 
7503,good morning sent me the invoice and the product without need to send the package to Venezuela,voice, no need to send the package 
7504,I would have to say voice command and then raise my voice or lower it until the unit decided it was the right pitch,voice, have to say voice command 
7505,But I could still count on the voice except when it was telling me the wrong direction to turn,voice, wrong direction 
7506,"Here is my first impressions:  I found I liked the voice activated feature for initiating or ""cancelling"" a route while driving which I thought was not going to be useful",voice, voice activated feature 
7507,The navigational voice on the 3790 was more accurate than the 260W which mispronounced more street names,voice, voice on the 3790 was more accurate 
7508,The volume of projected voice was good,voice, volume of projected voice 
7509,The voice command will activate when you are having casual conversations with someone in the car,voice, voice command will activate 
7510,One thing that we find humorous is the Garmin's voice,voice, Garmin's voice
7511,"Garmin Support eventually insisted in speaking to me directly over the phone, and they talked me through the deletion of numerous items such as foreign language voice support from the nuvi, as the issue seemed to be a memory management issue, although a side issue has to do with the USB interface maxing out the 500 ma capacity of normal PC USB ports",voice, interface maxing out 
7512,") Anyway, I later discovered that as a side effect of the ""trash clean-up"" that it had deleted the ""Jack voice"" which I find cleaner to hear than the default ""Jill voice""",voice," deleted the ""Jack voice""  "
7513,"vpm files are the large voice files, and unneeded ones can be deleted (e",voice, files can be deleted 
7514,"I got in the latest software, map, and restored Jack's voice",voice, restored Jack's voice 
7515,"I thought this was a good unit until while on a trip from South FL to New Orleans it began freezing up once an hour or so, that is, not updating the screen or giving voice commands",voice, not updating the screen 
7516,"I like the voice announcement of the upcoming turns, and haven't had much issue with instructions given too late to use",voice, issue with instructions given too late 
7517,"This unit constantly freezes up, reboots, stutters when it talks and often times it will not even load the voice files leaving it and myself speechless",voice, stutters when it talks 
7518,"what's bright enough for the day, is blinding at night; what is good at night is washed out during the day > Allow myGarmin part of the website to design the interface - allow me to move items around, exclude them, or change font sizes/types for greater readability > Change the way lane assist (in the upper left) works - use the lanes that exist 1-2 miles before the exit, not the number of lanes in the exit > Keep the lane assist (full screen) pop up on the screen longer - or allow voice activation to bring it back > The unit will just start speaking directions with no warning - if you're driving with the radio on, you have no chance to turn it down - have the Garmin use the speaker as a microphone to detect the loud sound condition and amplify the speaker (and/or flash the screen 3 times before speaking to get your attention so you can turn the radio down) > Allow use of unit in portrait mode, not just landscape so you get more downfield view of the route > Offer an accelerometer that auto-detects rotation from landscape to portrait (need to first allow use of portrait orientation as suggested above) > Put a distance scale on the screen > Put a rechargeable battery pack into the friction mount to boost the longevity of the GPS unit! ['s, is, blinding, is, is, washed, Allow, design, allow, move, exclude, change, assist, works, use, exist, Keep, assist, allow, bring, start, speaking, 're, driving, have, turn, have, use, detect, amplify, flash, speaking, get, turn, Allow, get, auto-detects, need, allow, suggested, Put, Put, mount, boost] [bright, good, font, greater, upper, full, loud, sound, more, downfield, first, rechargeable]
",voice, start speaking directions 
7519,It's mostly difficult to hear voices during a conversation esp,voice, difficult to hear voices during a conversation 
7520,"I really wanted hands off phone and that's sort of IFFy , because the voice recognition is iffy",voice, voice recognition is iffy 
7521,The voice works near 100% when it is basic commands,voice, voice works 
